PSC.0177	PSC.0186	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0230	PSC.0149	PSC.0174	PSC.0187	PSC.0188	PSC.0190	PSC.0228	PSC.0231
g13548.t1	0	0	0	0	0	0	3	0	0	0	1	0	0	0
g20191.t1	42	33	61	28	75	33	76	85	40	54	56	35	48	81
g2749.t1	9	13	9	25	0	3	14	3	4	26	9	1	21	7
g6068.t1	3	4	7	14	0	10	8	0	1	45	16	3	13	32
g6779.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g3770.t1	34	56	35	39	21	33	53	31	23	45	31	8	15	15
g1938.t1	0	0	2	4	15	3	0	2	8	0	1	4	20	35
g5991.t1	260	197	178	186	194	183	305	35	77	142	287	48	122	373
g12690.t1	2	1	0	6	0	0	0	1	1	0	0	0	1	0
g5038.t1	4	1	6	15	3	6	14	1	2	44	34	8	49	13
g8629.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g11171.t1	32	26	29	36	43	43	46	10	7	7	8	3	12	16
g17169.t1	161	122	169	141	289	210	220	58	41	39	26	12	22	51
g12792.t1	17	0	3	6	4	2	0	2	14	0	12	12	19	8
g5614.t1	13	29	31	16	11	40	49	27	3	27	26	8	39	8
g11130.t1	2	12	4	7	3	6	16	3	1	11	6	1	5	8
g17761.t1	37	78	37	16	20	23	35	24	18	34	21	1	38	15
g15369.t1	18	4	15	14	24	7	20	7	9	17	36	4	9	36
g20544.t1	134	102	94	83	64	121	205	71	61	31	59	12	41	30
g5607.t1	3	2	4	0	0	8	1	5	2	913	1	2	55	1
g1302.t1	1	1	0	2	0	0	0	0	0	0	0	2	0	0
g7993.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g6869.t1	60	95	47	91	19	81	109	30	34	67	48	14	32	26
g9190.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g2055.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g6814.t1	4	12	7	12	0	0	1	12	19	10	2	0	48	0
g10588.t1	22	12	19	161	6	15	106	11	15	28	75	4	30	26
g3141.t1	81	65	19	0	85	83	235	14	27	69	23	0	14	24
g7199.t1	0	1	0	1	0	0	0	4	0	0	0	0	7	0
g20143.t1	77	74	85	55	58	88	127	21	39	140	228	75	144	71
g22924.t1	10	15	16	12	3	18	21	9	13	19	7	9	11	2
g17097.t1	0	3	4	13	15	4	6	2	0	6	3	0	0	1
g16701.t1	0	0	0	0	0	0	0	2	1	0	0	0	0	0
g13914.t1	108	100	126	96	29	107	109	134	117	74	64	90	78	42
g10621.t1	26	31	46	43	60	49	63	5	3	68	58	5	144	13
g1104.t1	12	5	17	17	24	10	20	4	6	33	70	5	22	47
g18067.t1	229	181	280	210	88	222	247	814	177	99	148	93	138	136
g20548.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g8001.t1	94	89	67	40	266	97	143	211	1205	120	82	54	43	151
g6688.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g8862.t2	0	10	10	14	14	6	20	8	8	12	0	2	12	2
g800.t1	84	130	141	95	122	97	151	36	92	86	40	11	37	17
g4947.t1	25	33	37	34	10	43	66	20	39	60	78	36	40	76
g18029.t1	1	2	1	2	0	1	6	2	1	12	5	4	5	6
g7425.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g9036.t2	0	3	0	0	13	0	0	15	0	0	0	0	0	0
g23522.t1	6	2	0	2	0	9	4	1	4	11	7	2	15	2
g15797.t1	168	254	145	155	163	147	602	53	22	81	62	8	141	28
g15108.t3	0	0	0	0	0	0	6	0	0	14	9	0	12	0
g5082.t1	6	20	15	7	7	9	14	7	14	3	9	1	18	2
g18463.t1	50	68	53	50	40	84	122	66	132	60	58	54	108	50
g7698.t1	0	0	0	1	0	0	7	0	1	3	0	0	0	1
g6018.t1	52	85	97	82	46	93	133	41	35	22	40	23	37	25
g17298.t1	6	10	17	40	22	12	34	2	3	31	18	2	11	31
g16059.t1	1	0	2	0	0	5	3	0	0	0	1	1	0	10
g20617.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g11605.t1	1	1	0	0	0	0	0	1	0	2	0	0	4	0
g21090.t1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
g17527.t1	702	918	854	590	827	639	1083	497	154	141	233	105	172	151
g10363.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g7244.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g18047.t1	1	10	11	0	0	2	0	0	0	1	2	4	1	2
g9390.t1	10	16	15	27	14	18	32	1	3	1	7	0	7	6
g16530.t1	13	26	29	25	12	21	47	3	3	9	4	0	0	1
g14186.t1	0	0	0	0	0	3	6	1	0	87	0	0	2	0
g6267.t1	69	97	158	91	89	94	146	58	12	42	51	45	99	21
g23602.t1	16	18	13	18	36	14	23	15	13	15	14	10	17	15
g296.t1	53	57	123	535	40	81	500	96	256	32	71	20	47	56
g15303.t2	3	2	0	0	1	1	0	0	0	0	0	0	38	22
g4772.t1	240	266	289	286	162	220	326	117	132	197	118	140	173	120
g21307.t1	0	0	0	1	0	2	3	1	0	0	0	0	0	0
g10719.t1	6	5	6	4	8	8	9	5	2	440	604	1	176	304
g4737.t1	59	36	25	16	68	19	20	29	49	36	19	5	29	16
g19587.t1	207	306	289	155	140	240	321	166	118	109	100	43	134	67
g5559.t1	3	1	0	6	1	3	3	3	3	8	7	3	12	3
g22809.t1	111	126	154	88	151	137	192	170	125	114	117	47	145	72
g14788.t1	461	83	314	498	223	223	175	7120	7438	13345	9360	46653	38985	28431
g319.t1	1	0	0	2	0	0	6	0	0	1	0	0	0	5
g23323.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g12065.t1	0	3	5	5	7	1	3	0	3	9	0	0	2	1
g19718.t1	0	11	0	4	0	17	0	0	0	196	47	3	28	25
g8079.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10711.t1	2	0	0	8	0	1	0	0	0	3	14	0	8	0
g22112.t1	0	0	1	2	0	0	0	0	0	0	0	0	2	0
g11431.t2	0	39	57	74	48	94	40	0	0	5	8	0	0	6
g21480.t1	0	0	4	2	0	1	0	0	0	6	3	0	0	1
g18733.t1	3	3	0	0	0	0	0	0	1	3	0	0	1	0
g6675.t1	1	0	0	0	0	3	4	0	0	9	1	0	0	9
g9156.t1	26	17	19	16	28	15	17	23	11	13	16	2	17	0
g20265.t1	147	48	99	101	163	186	165	161	52	400	463	46	304	102
g10680.t1	6	10	61	127	0	8	113	17	24	19	63	1	5	50
g5112.t1	0	1	0	0	1	0	5	1	1	0	2	1	2	2
g21614.t2	2	2	6	24	22	7	36	3	3	17	7	0	24	2
g23944.t1	33	12	0	17	91	23	15	44	11	18	16	20	15	13
g12603.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
g3637.t1	50	60	32	35	90	74	64	17	32	77	42	5	42	18
g21583.t1	2	3	9	48	0	5	35	4	6	75	40	0	21	28
g20840.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g23941.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g16697.t1	3	4	1	0	0	4	1	0	1	15	6	5	7	3
g11347.t3	0	0	0	0	0	0	41	0	0	10	19	0	0	0
g1107.t2	37	14	47	52	8	11	46	57	75	125	95	43	79	91
g7800.t1	4	2	5	15	6	2	2	6	6	13	3	4	15	0
g9260.t1	0	0	0	0	36	5	7	4	0	0	0	0	0	0
g7867.t1	44	91	83	28	101	90	127	6	11	7	1	0	13	0
g2539.t1	0	0	1	2	0	1	2	1	2	1	1	0	2	0
g21288.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17337.t1	7	8	7	26	11	6	17	10	0	4	1	0	8	2
g10928.t3	20	0	25	50	0	9	9	9	0	113	51	0	0	107
g5743.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g5682.t3	4	2	8	28	3	2	20	0	2	89	50	1	86	7
g210.t1	1	2	0	1	0	0	77	6	3	13	50	33	119	88
g11531.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g11773.t1	0	0	1	0	0	2	1	0	10	0	4	7	4	1
g2744.t1	4	3	0	5	0	1	13	0	5	1	4	0	12	10
g486.t3	29	33	0	140	208	0	0	34	17	227	185	36	78	333
g7710.t1	1	0	0	0	0	0	3	0	1	0	1	0	0	0
g6803.t1	3	3	4	4	8	37	2	1	0	26	4	0	0	25
g23948.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g17542.t1	4	1	4	4	1	15	0	6	5	15	5	16	9	5
g11635.t1	1	0	0	73	0	0	2	0	2	16	128	0	48	4
g19020.t1	44	23	41	27	28	34	50	99	42	75	91	137	108	125
g1897.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17084.t1	201	109	203	139	130	167	323	150	337	245	224	141	404	179
g7866.t1	10	5	3	4	11	3	17	1	1	20	21	1	8	1
g6526.t1	20	67	59	41	44	62	114	8	15	58	50	7	40	19
g114.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17640.t1	4	6	2	1	0	2	3	27	2	3	0	0	3	0
g1664.t1	460	322	369	270	178	461	554	328	163	1049	585	158	646	271
g14604.t1	8	5	12	2	4	5	1	10	6	5	2	8	5	7
g2726.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10118.t1	14	48	33	25	31	37	47	13	5	17	11	4	22	9
g4101.t1	49	12	19	26	18	9	8	0	3	13	190	1	2	120
g12396.t1	320	374	694	660	250	443	474	3845	3157	561	952	2321	947	1679
g15708.t1	51	7	28	77	3	104	142	12	34	1645	611	17	615	815
g2600.t1	7	25	30	35	19	27	44	5	3	62	42	3	15	21
g1975.t1	14	3	9	9	35	21	14	3	3	4	9	1	5	10
g19737.t1	0	2	4	33	0	8	21	15	5	6	20	14	41	5
g3429.t1	0	0	2	1	0	0	0	0	0	2	0	0	3	0
g23875.t1	6	3	0	1	0	1	4	0	0	4	0	1	4	0
g23175.t1	338	556	645	422	270	357	472	287	231	294	253	138	261	183
g10852.t1	660	571	444	508	535	609	768	109	61	124	212	87	138	51
g8795.t1	8	5	3	6	14	7	0	3	7	4	6	1	23	0
g23325.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g8914.t1	11	19	21	4	9	11	28	21	15	9	19	10	13	9
g20385.t1	1	3	0	0	0	0	0	1	0	5	1	0	4	0
g17277.t1	1	20	0	8	0	2	1	0	2	18	11	0	5	2
g9507.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g16288.t1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
g17273.t1	13	25	30	53	25	32	50	20	22	64	61	11	33	36
g10155.t1	137	148	108	107	272	247	265	13	3	90	88	28	33	190
g5683.t1	72	223	182	132	254	171	85	15	4	25	19	22	20	20
g21027.t1	28	46	68	51	83	55	82	14	23	21	26	18	26	6
g7202.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g8560.t4	60	39	61	46	0	150	33	78	9	105	98	114	76	137
g15216.t1	0	0	0	0	0	1	0	0	0	0	2	0	0	0
g6309.t1	25	1	0	18	7	4	5	2	1	21	135	0	3	287
g11301.t1	21	13	12	9	14	23	33	3	23	2	4	10	6	9
g11499.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g23069.t1	18	15	9	3	28	12	14	8	3	14	6	1	6	8
g7970.t1	0	4	1	2	0	1	2	1	0	1	0	1	0	0
g9576.t1	3	0	1	2	1	1	0	13	1	16	3	0	0	1
g22199.t1	507	334	566	531	574	600	694	447	259	221	265	730	359	352
g14953.t1	254	309	416	318	331	217	372	262	315	447	312	433	424	412
g19155.t1	101	87	113	90	112	64	114	104	115	84	69	75	103	52
g13123.t1	65	10	24	23	13	9	20	1986	571	2542	2084	4271	4332	6744
g17181.t1	11	20	25	11	0	9	22	4	0	2	5	1	3	0
g7208.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15650.t1	61	60	69	56	24	72	81	33	33	11	22	5	20	7
g18200.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g18349.t1	0	0	0	0	0	0	2	3	0	4	2	0	2	0
g12770.t1	54	69	89	134	37	53	152	51	29	42	62	50	29	41
g11534.t1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
g17503.t1	7	7	13	9	14	20	11	6	11	3	4	5	9	0
g7113.t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g11108.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g12282.t1	52	69	88	44	116	49	98	36	32	30	36	3	18	11
g1440.t1	16	0	0	0	0	9	0	4	4	93	51	1	10	118
g20460.t2	0	0	0	0	9	0	3	0	0	1	9	0	0	3
g9746.t1	233	336	432	241	260	204	393	370	856	568	568	1034	917	592
g22948.t1	26	30	39	27	23	26	45	12	2	5	16	1	2	9
g17109.t1	17	30	23	20	26	28	70	13	6	43	52	9	46	9
g179.t1	285	565	557	430	378	444	575	371	170	549	403	259	419	308
g13401.t1	5005	5095	8311	5944	24253	18721	22772	6141	481	1198	4009	1419	1348	2208
g11287.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g9182.t1	20781	16795	22486	17843	22564	24909	23102	32540	45436	20536	18821	23496	32316	26020
g2018.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g2123.t2	0	148	223	278	0	101	308	0	35	150	144	44	86	141
g17705.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g2870.t1	127	171	259	155	58	170	194	83	228	115	135	53	142	70
g18484.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g22149.t1	3	11	15	5	0	9	9	2	1	4	3	1	1	3
g514.t1	45	76	67	58	59	35	182	22	13	17	45	3	18	7
g20228.t1	756	116	19	256	630	184	23	26	37	3310	16571	115	437	16666
g1612.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g9331.t1	115	147	140	119	122	105	196	122	85	107	117	43	85	124
g12797.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g1182.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g17688.t1	4	3	4	2	50	1	5	4	0	5	2	2	5	0
g16601.t2	278	268	293	208	224	295	394	132	153	50	110	50	71	96
g10374.t1	1	0	0	10	9	0	3	0	1	3	4	0	0	0
g16848.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g6497.t1	21	34	37	34	28	33	40	24	14	32	24	7	32	8
g20616.t1	1	0	0	1	0	0	0	0	0	0	0	0	2	1
g17473.t1	7	14	11	3	10	19	8	1	0	4	0	1	1	0
g11146.t1	16	26	16	12	18	13	16	14	29	29	7	18	26	13
g20961.t1	247	210	235	191	219	178	283	178	219	115	203	100	174	138
g18388.t1	0	4	0	0	0	3	0	0	2	0	1	1	0	3
g13765.t1	46	50	73	63	123	57	67	94	83	63	67	39	47	60
g42.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g8398.t1	0	0	1	0	0	0	2	0	0	0	0	0	0	0
g9452.t1	1	1	0	1	2	0	1	2	0	5	0	1	2	2
g20693.t1	55	52	78	69	61	67	93	57	12	34	39	10	26	30
g19365.t1	9	0	1	1	52	4	6	0	0	0	5	0	6	1
g14752.t1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
g2510.t1	238	88	31	62	162	69	89	124	421	115	124	165	20	102
g7205.t1	2	0	0	0	0	0	0	3	1	1	1	0	0	0
g20197.t1	13	11	17	20	6	28	35	0	6	38	27	16	54	44
g15353.t2	0	0	0	0	0	0	9	0	0	0	0	0	0	7
g8440.t1	48	101	121	108	87	72	134	251	412	153	107	477	221	116
g12382.t1	31	11	21	22	1	9	71	6	14	16	44	2	8	7
g16712.t1	27	41	20	33	27	33	76	12	13	15	17	8	18	13
g22590.t1	0	60	0	23	0	32	2	0	0	0	0	0	1	0
g15527.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g23621.t1	31	54	53	42	36	35	49	26	16	15	20	10	17	23
g22978.t1	12	27	30	12	0	178	25	12	3	13	12	2	1	8
g17793.t1	12	9	8	14	3	3	8	15	4	7	3	10	8	19
g1278.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g6733.t1	24	44	41	27	59	28	58	11	2	15	15	5	5	6
g10152.t1	242	61	338	237	357	266	505	115	375	141	122	103	173	26
g7229.t1	1	0	0	3	0	3	1	0	1	0	0	0	0	1
g18431.t1	0	0	0	0	0	0	0	0	0	0	3	0	0	6
g4421.t1	174	421	462	135	226	513	838	433	86	207	321	56	163	213
g17118.t1	0	0	0	0	0	0	0	0	2	0	0	0	0	4
g14978.t2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g570.t1	8	19	10	13	4	10	19	1	2	6	7	0	1	3
g1332.t1	37	52	41	48	67	52	60	27	21	40	18	6	30	12
g12650.t1	362	406	404	403	449	322	432	510	348	302	324	155	365	248
g13419.t1	287	273	274	254	202	219	327	370	250	283	261	328	454	420
g2186.t1	79	132	102	80	29	87	182	27	18	57	35	18	41	12
g2296.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g6477.t1	92	123	84	86	152	102	154	34	47	50	21	20	30	16
g3056.t1	9	2	6	9	1	5	6	0	4	311	69	1	60	207
g20513.t1	36	101	29	37	53	48	105	81	92	8	26	61	28	11
g3131.t1	0	1	4	0	0	0	0	1	0	2	3	0	2	0
g19145.t1	99	103	102	59	85	106	134	96	105	97	107	23	101	69
g12213.t1	0	1	1	2	0	0	0	3	0	0	0	0	0	0
g22335.t1	1	0	1	4	0	1	4	3	0	0	2	5	2	3
g13674.t1	0	1	1	3	4	21	0	5	17	109	27	0	11	153
g22108.t1	442	135	372	267	338	247	373	316	459	8895	4743	1838	3844	10950
g4207.t1	88	153	247	92	12	158	148	14	15	36	88	6	9	24
g21690.t2	0	20	33	0	0	0	42	0	0	14	8	0	19	7
g19981.t1	617	711	775	667	583	719	976	486	377	148	233	126	200	186
g11736.t2	14	27	16	28	30	29	30	13	5	50	24	5	17	10
g18883.t1	641	826	696	619	773	599	890	343	226	160	215	181	314	72
g17762.t1	27	63	47	38	41	48	84	17	1	50	42	8	14	30
g10082.t1	0	7	2	0	2	2	4	0	1	4	3	0	4	2
g21879.t1	53	48	41	52	55	68	75	64	66	104	74	83	79	42
g2419.t1	99	121	114	138	89	147	140	48	60	58	52	17	81	39
g14196.t1	0	10	0	7	14	2	0	0	0	0	0	0	0	0
g13633.t1	77	127	131	140	181	167	215	70	98	195	190	66	70	103
g10160.t4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g23916.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g21512.t1	163	121	144	62	158	103	97	152	182	80	130	109	136	129
g4427.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g3950.t1	0	0	0	0	0	9	7	1	1	82	0	0	11	1
g4304.t1	25	73	76	47	36	49	79	62	75	237	137	137	164	125
g12217.t1	180	361	472	416	375	468	603	239	288	205	255	199	258	119
g636.t1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
g20573.t1	34	44	31	43	21	60	57	5	10	3	12	0	1	10
g6515.t1	24	59	97	97	0	91	0	9	0	1	1	9	0	3
g24136.t1	0	1	5	14	12	1	9	0	1	38	61	3	18	32
g2056.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17304.t1	3	12	10	13	0	0	20	0	0	0	2	0	7	0
g17750.t1	72	56	93	51	73	66	105	53	37	19	18	7	26	15
g17462.t1	2	0	2	1	6	0	8	2	0	1	0	1	3	0
g1556.t1	0	6	0	0	0	0	0	1	0	0	0	0	0	0
g15970.t1	301	393	305	274	355	282	401	264	272	510	341	142	290	190
g24131.t1	10	6	23	81	0	0	91	26	16	1162	563	6	241	695
g2088.t1	1187	404	399	237	6	163	150	3	16	123	1	5	69	0
g16227.t1	0	0	0	0	0	0	0	0	0	4	0	0	5	0
g9481.t1	3	4	2	6	3	4	5	7	1	4	14	3	5	5
g1261.t1	28	37	56	24	87	35	64	13	35	48	28	8	19	16
g22852.t1	0	4	2	1	1	0	10	0	0	3	3	1	1	0
g15378.t1	45	19	62	33	33	26	35	37	30	26	19	25	96	35
g20008.t1	1	8	4	4	0	0	2	1	0	0	4	1	0	0
g9475.t1	0	0	0	2	0	0	0	0	0	1	0	0	0	0
g7998.t1	4	9	7	2	1	1	4	0	1	1	1	0	0	0
g21372.t2	77	219	201	194	113	198	336	71	24	58	77	9	19	54
g12119.t1	0	0	0	0	0	3	5	2	1	1	2	2	2	0
g16562.t1	111	126	108	47	76	122	161	22	15	30	30	8	43	6
g11675.t1	629	786	326	465	243	618	805	2038	4517	4530	3864	18093	9162	10370
g9683.t1	155	328	275	231	314	297	391	33	60	87	79	17	39	18
g11481.t2	2	0	0	0	0	0	0	14	0	0	0	0	0	0
g12231.t1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
g13578.t1	43	100	73	82	77	75	122	49	125	132	127	41	53	61
g4311.t1	137	209	290	292	131	138	221	220	198	306	301	560	443	436
g13586.t1	0	1	0	0	0	0	0	0	0	0	1	0	3	1
g12136.t1	0	0	0	2	0	3	0	0	0	11	0	0	1	1
g8199.t1	53	53	29	29	98	57	75	28	24	27	57	8	37	197
g18112.t1	3	0	0	0	0	0	0	0	1	0	1	1	0	0
g2029.t1	9	26	27	3	0	9	30	7	7	14	14	12	9	7
g14828.t1	11	8	115	7	32	27	11	3	10	6	8	0	15	5
g18847.t1	0	0	0	28	0	0	0	68	2	0	13	0	20	0
g4563.t1	55	105	166	41	15	37	73	36	21	16	31	10	11	19
g14009.t1	59	70	75	21	54	47	78	9	6	8	22	3	7	8
g14812.t1	23	74	29	36	45	59	107	34	8	17	18	3	12	3
g3224.t1	72	102	120	69	34	82	108	20	42	57	61	23	43	38
g23433.t1	1	1	1	3	4	0	0	1	1	0	3	1	2	0
g5537.t1	1175	913	1346	947	824	833	1140	890	1248	638	1053	373	830	600
g642.t1	5	10	22	27	0	9	16	0	5	69	34	3	49	22
g23861.t1	0	0	0	0	5	0	0	0	0	5	0	0	0	0
g5135.t1	2	4	1	5	0	5	0	1	1	42	12	184	31	10
g12134.t1	0	61	5	106	0	2	99	0	68	8	8	51	81	55
g22896.t1	0	0	0	0	0	1	6	0	0	12	3	0	3	0
g5252.t1	0	1	0	2	3	0	0	0	0	0	0	0	0	0
g23683.t1	182	225	211	161	250	182	213	145	221	151	137	150	171	149
g19865.t1	14	32	45	41	3	16	49	1	59	18	16	0	10	16
g9143.t1	0	1	6	2	0	0	1	0	0	4	1	0	0	0
g5319.t1	0	0	0	2	0	0	11	0	0	0	0	0	0	1
g4461.t1	3	1	4	2	3	25	0	3	1	17	13	0	1	23
g22141.t1	102	124	125	97	124	159	145	97	63	66	65	14	65	19
g13811.t1	10	9	0	5	0	9	0	2	0	124	31	3	9	83
g713.t1	127	98	100	72	149	78	139	91	94	104	82	75	113	99
g21319.t1	150	146	188	126	87	119	206	46	77	62	59	16	51	96
g2001.t1	8	31	56	49	54	11	185	30	6	179	118	8	65	11
g15053.t1	24	67	76	61	12	32	93	40	30	162	59	39	56	52
g11154.t1	124	210	220	107	42	141	274	72	41	57	114	12	37	39
g6608.t1	5	5	21	27	0	2	28	4	9	38	37	4	28	5
g23124.t1	38	44	67	32	34	54	67	48	49	40	37	37	54	42
g1148.t1	0	6	0	0	0	0	25	0	7	0	16	0	46	0
g2458.t1	0	0	0	3	0	0	0	3	0	0	0	0	0	0
g12899.t1	103	308	291	216	224	243	316	159	92	203	159	67	185	112
g3842.t1	170	205	212	218	252	188	248	90	133	125	111	44	121	54
g6945.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g14816.t1	0	0	1	0	0	1	0	0	1	0	0	0	0	0
g6006.t1	2	11	6	7	15	1	20	7	0	4	3	2	7	13
g1223.t1	0	2	1	3	6	3	3	0	0	10	7	0	8	2
g7275.t1	4	0	1	3	0	5	3	6	3	0	0	0	8	0
g6600.t1	1	0	1	4	0	1	0	0	2	12	1	0	9	1
g19937.t4	0	0	0	25	14	0	0	0	22	0	0	0	4	0
g9422.t1	24	42	49	41	27	39	50	18	42	14	32	33	8	24
g19560.t1	13	16	35	28	7	18	25	12	4	18	16	0	11	1
g16769.t1	511	525	396	417	346	627	755	414	344	138	335	167	335	104
g7536.t2	0	0	2	27	0	0	36	0	3	4	9	0	7	5
g11083.t1	454	291	362	251	364	402	541	376	432	241	271	144	234	164
g10078.t1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
g5054.t1	8	3	7	4	0	5	10	3	1	13	4	0	1	0
g21066.t1	35	35	65	59	30	47	38	37	25	111	38	26	40	145
g2524.t1	4	19	11	7	0	19	19	1	5	2	0	3	2	0
g18662.t1	55	121	133	67	124	45	128	123	144	158	130	249	178	134
g19279.t1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
g6496.t1	164	373	357	309	417	228	575	78	53	31	116	82	103	39
g14751.t1	310	247	327	246	357	257	331	133	74	476	240	129	273	247
g15170.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10769.t2	44	24	55	40	36	70	52	39	42	48	48	0	68	26
g5981.t1	104	95	74	82	133	138	93	75	90	87	77	167	132	63
g22174.t1	249	238	285	228	268	311	383	93	134	43	101	47	103	29
g18528.t1	0	1	4	0	0	7	12	5	0	0	0	0	0	3
g204.t5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g18003.t1	13	9	29	14	0	17	20	7	21	22	19	2	26	15
g13618.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g12465.t1	180	309	284	221	344	263	320	168	162	186	161	51	222	98
g14190.t1	20	25	21	22	10	42	7	0	0	0	15	3	1	6
g6527.t1	22	12	24	28	56	43	43	62	102	2000	1169	5992	10839	3961
g8562.t1	8	12	5	10	0	6	9	7	6	9	3	0	5	6
g15118.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g8062.t1	0	0	17	55	0	3	83	3	6	0	22	0	3	3
g4801.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g463.t1	37	34	16	28	10	21	16	4	5	34	175	3	15	325
g19254.t2	16	8	6	8	1	17	0	19	20	5	19	5	12	11
g11236.t1	13	10	2	0	0	10	18	11	102	2	16	48	105	16
g4751.t1	95	105	117	81	107	91	137	68	40	87	62	26	57	34
g727.t1	10	5	33	33	25	12	6	88	59	53	162	365	299	475
g1977.t2	0	15	0	0	0	0	0	32	0	0	0	2	46	0
g16173.t1	101	298	226	239	135	162	316	163	186	191	156	75	132	111
g1564.t1	69	140	109	94	120	113	179	15	20	29	26	5	16	3
g8406.t1	9	14	12	7	27	14	14	3	6	12	2	3	2	0
g22049.t1	0	2	0	1	0	0	1	1	0	0	0	0	7	0
g15461.t1	3	0	1	7	0	3	4	3	1	6	14	0	10	23
g22568.t1	21	17	60	100	6	25	104	27	35	243	602	6	509	38
g3005.t1	89	79	78	43	101	73	130	57	592	295	304	798	515	328
g19709.t2	391	369	338	207	226	263	612	195	570	1390	1267	171	912	424
g19402.t1	4	2	3	5	16	1	9	2	3	9	14	0	3	4
g10343.t1	0	1	0	2	0	2	0	1	0	0	0	2	5	0
g18679.t1	239	326	456	278	432	227	454	171	268	120	98	143	147	86
g20218.t1	71	167	119	132	301	124	168	197	82	47	207	187	63	236
g383.t1	0	0	2	0	0	0	1	0	0	1	0	0	0	0
g15131.t1	2	16	9	13	4	10	25	1	0	12	18	5	3	21
g9289.t1	16	12	21	33	24	17	30	64	105	125	113	254	162	182
g20661.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g21272.t1	31	55	66	37	95	49	47	21	25	64	67	27	29	20
g4935.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g18256.t1	74	138	74	59	96	90	199	33	22	49	30	10	34	15
g14830.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
