PSC.0149	PSC.0150	PSC.0174	PSC.0187	PSC.0188	PSC.0190	PSC.0228	PSC.0231
g9934.t2	0	19	0	0	0	0	0	0
g12145.t2	768	219	520	1023	960	1441	1740	306
g23969.t1	0	6	0	1	0	0	0	0
g17119.t1	0	1	2	0	0	0	0	0
g6328.t1	235	61	153	11	108	48	82	37
g1204.t1	19	18	8	31	14	1	28	29
g11398.t3	0	0	0	51	20	4	13	0
g21831.t1	0	0	0	0	0	0	0	0
g3363.t1	197	29	196	177	184	183	256	213
g14506.t1	28	23	39	26	18	3	18	7
g16067.t2	0	0	0	0	1	0	0	0
g17354.t1	61	14	28	33	39	13	41	20
g3696.t1	2	26	1	146	65	1	37	110
g13223.t1	0	2	2	0	0	0	11	0
g4122.t1	32	12	54	27	43	43	68	30
g1991.t1	0	10	1	0	0	0	4	0
g12225.t1	147	51	259	163	163	106	220	95
g17402.t1	41	103	21	148	94	61	94	76
g23512.t1	20	15	9	13	11	2	2	2
g12376.t1	6	7	16	8	10	1	8	12
g3700.t1	0	3	0	21	9	0	5	14
g19555.t1	0	12	0	0	0	0	0	0
g7931.t1	3	7	1	0	0	1	1	0
g1432.t2	3755	266	2969	1286	1827	3625	2891	2822
g15848.t1	2	91	23	68	20	5	25	5
g2110.t1	0	0	0	0	0	0	0	0
g14763.t1	4	20	1	3	1	3	6	0
g6656.t1	2802	272	723	830	1638	3639	2940	4313
g7857.t1	1495	598	422	38	142	566	48	56
g15969.t1	1	8	0	0	0	1	0	0
g21135.t2	175	68	164	477	335	142	355	92
g7812.t1	81	19	44	40	54	22	58	18
g1917.t3	6	0	3	1	16	0	3	0
g8575.t1	0	4	2	0	0	4	1	0
g16725.t1	3	9	0	8	0	0	3	0
g18252.t1	0	2	1	1	0	0	0	0
g19334.t1	1	14	0	1	0	0	5	0
g13678.t1	15	30	51	87	34	0	9	132
g2033.t2	10	63	0	0	43	0	10	10
g8656.t1	26	28	126	31	21	10	15	11
g21204.t1	17	27	12	89	32	8	187	17
g11805.t1	127	73	73	200	129	71	165	69
g6502.t1	8	17	5	5002	155	1	807	210
g23599.t1	3	6	0	0	0	0	0	0
g19300.t1	106	44	73	37	34	17	9	30
g5942.t1	0	5	0	0	0	0	0	0
g10903.t1	1	47	4	4	13	0	11	6
g20938.t1	1	5	0	0	4	0	0	0
g18771.t1	276	70	271	300	234	184	362	300
g20739.t1	40	17	16	19	21	4	17	15
g4428.t1	14	14	29	394	191	36	71	160
g11578.t1	239	74	263	244	278	63	258	177
g6302.t1	5	2	2	8	5	3	4	3
g17984.t2	54	0	25	58	91	14	54	66
g16806.t1	133	25	116	127	158	58	178	103
g19121.t1	2	18	3	1	5	0	7	5
g13018.t1	4	3	5	46	5	2	13	15
g22661.t1	7	25	13	1	13	45	9	15
g3424.t1	0	30	1	0	0	0	0	0
g20618.t1	0	1	0	0	0	0	0	0
g11147.t2	55	5	26	158	84	4	22	62
g14386.t1	113	102	122	21	154	37	5	11
g4954.t1	24	11	5	12	15	8	17	18
g3124.t1	1	2	1	4	4	0	4	0
g6610.t5	12	11	0	79	21	0	36	0
g7823.t1	4	4	9	4	3	2	8	5
g14539.t1	146	54	82	56	66	21	79	35
g19335.t3	0	0	11	154	33	0	11	0
g14039.t5	0	3	0	0	0	0	0	0
g14098.t1	3	13	2	214	201	40	119	194
g8202.t1	3	4	1	17	14	0	6	51
g12443.t1	1	6	0	4	1	0	1	0
g8027.t1	12	77	53	147	138	59	130	53
g6259.t1	31	8	65	102	47	75	96	56
g10443.t5	19	17	0	78	68	17	69	49
g11651.t1	6	49	51	10	52	18	35	0
g1857.t1	0	25	0	3	0	1	1	0
g20522.t1	154	42	156	126	192	174	277	226
g16778.t1	7	95	10	14	17	1	15	2
g10151.t1	0	0	0	0	0	0	0	0
g22022.t1	529	121	496	204	1119	4509	2313	4206
g20890.t1	3	1	2	0	3	4	1	0
g1920.t1	250	52	303	207	221	300	462	200
g8302.t1	0	0	0	2	1	0	0	0
g10874.t1	0	0	5	5	2	10	6	3
g1813.t2	136	182	99	163	267	62	200	112
g23670.t1	1	23	0	607	22	1	72	12
g15730.t1	188	56	200	164	143	171	230	142
g5515.t1	0	4	7	1	10	5	16	18
g3574.t1	0	0	0	0	0	0	0	0
g9430.t1	2	16	2	3	1	1	2	1
g3299.t2	0	0	0	0	0	0	0	0
g23562.t1	73	16	150	95	45	95	64	73
g6059.t1	634	473	589	1187	2486	1191	2218	2629
g5293.t1	27	17	30	28	9	1	22	6
g17987.t1	0	1	0	0	0	0	0	0
g998.t1	0	9	0	1	0	0	2	0
g2002.t1	6	17	2	6	2	7	13	4
g4742.t1	0	0	0	0	0	0	0	0
g18100.t1	0	5	0	0	0	0	0	0
g22132.t1	31	25	0	22	20	1	42	41
g16986.t1	0	3	0	4	0	2	6	2
g22406.t1	2	3	1	3	1	0	6	0
g5809.t1	11	37	4	235	98	32	82	90
g18829.t1	6	4	8	1	4	0	1	1
g20379.t1	6	4	3	11	16	0	19	0
g20146.t1	12	17	8	12	14	2	8	3
g14862.t1	238	65	143	150	174	45	147	93
g17282.t1	1	78	5	8	2	0	8	0
g11436.t3	9	0	0	0	0	0	0	0
g22005.t1	0	3	0	0	0	0	0	0
g23176.t1	76	59	55	38	29	26	38	29
g3526.t1	27	28	9	28	39	5	31	25
g10033.t1	28	11	36	23	35	24	26	14
g12643.t1	478	98	594	512	382	383	557	361
g10415.t2	7	77	3	165	44	3	46	49
g6113.t1	19	7	15	37	55	19	44	20
g3450.t1	2	7	4	4	9	3	5	4
g15178.t1	5	2	40	3	7	1	9	18
g5525.t2	7	43	7	3	2	0	5	4
g12590.t1	55	34	100	27	49	25	61	44
g12651.t1	109	12	81	43	101	43	66	67
g2704.t1	0	0	0	0	0	0	0	0
g10764.t1	0	3	1	0	0	0	2	0
g23482.t1	1	10	4	2	11	1	2	3
g5093.t1	90	175	66	62	67	90	118	136
g23140.t1	9	60	12	14	60	4	9	87
g11156.t1	8	0	4	9	7	2	10	11
g6356.t1	154	35	75	116	97	83	123	91
g3569.t1	14	41	38	93	212	14	28	86
g17986.t1	101	14	42	31	61	0	92	0
g12533.t1	23	19	14	25	14	8	17	7
g12031.t1	3	5	0	28	242	3	7	117
g10228.t1	0	50	0	9	0	0	0	0
g5236.t1	0	0	124	57	127	0	35	73
g8560.t3	140	10	150	188	274	210	331	349
g5485.t1	1	3	0	0	0	0	0	0
g11896.t1	75	9	626	288	268	300	559	368
g5561.t3	0	0	0	0	0	0	0	0
g17185.t1	203	36	248	246	331	303	279	331
g12724.t1	2	0	1	15	0	2	5	7
g18646.t1	0	0	0	2	0	0	0	0
g4423.t1	6	2	5	11	5	2	12	21
g9353.t1	1	3	1	8	88	49	142	250
g1147.t1	40	0	38	31	78	25	68	38
g2227.t1	0	2	0	0	0	2	0	0
g11397.t1	1	5	0	2	0	0	0	0
g2339.t1	0	28	56	11	54	0	13	23
g22175.t1	0	5	0	98	21	0	8	36
g23633.t1	3172	685	3453	3759	2468	3114	3451	3640
g9217.t1	679	244	260	572	1101	556	1615	2623
g7902.t1	31	114	45	49	48	11	65	21
g4899.t1	1	5	3	2	7	3	14	13
g22575.t1	2	0	0	3	0	0	0	0
g153.t1	17	105	12	242	86	37	85	180
g1798.t1	43	53	25	165	80	104	184	35
g11864.t1	1109	304	4131	709	1169	2435	2810	1342
g18163.t1	0	6	0	0	1	0	0	0
g23117.t1	1	12	0	6	1	0	2	1
g7048.t2	0	2	0	0	0	0	0	0
g22747.t1	0	3	0	0	0	0	0	0
g23339.t1	2	13	0	22	2	0	12	7
g706.t3	0	5	0	8	0	19	11	0
g8886.t1	0	0	0	0	0	0	0	0
g4391.t1	10	18	8	1318	224	14	460	99
g16296.t1	13	473	5	14	0	0	15	2
g19940.t1	0	6	1	0	0	0	0	0
g23154.t1	4	35	1	1	3	0	2	0
g23420.t1	0	16	2	109	34	3	24	21
g14149.t1	0	22	0	0	3	0	2	4
g12839.t1	2	0	0	0	0	0	1	1
g17538.t1	69	163	128	134	108	10	88	53
g15661.t1	0	2	0	0	0	0	0	0
g5345.t1	0	5	19	4	2	3	0	1
g21238.t1	21	50	30	22	0	0	101	0
g3939.t1	0	4	1	59	90	5	119	1
g11723.t1	20	22	1	23	71	7	28	73
g2699.t1	24	15	2	58	123	71	158	10
g1226.t1	20	75	21	34	14	14	46	9
g1796.t1	71	17	8	256	81	147	136	27
g343.t1	225	33	398	190	158	201	262	166
g5332.t1	0	1	0	0	0	0	0	0
g19547.t1	0	12	6	14	7	2	13	5
g15368.t1	271	52	196	614	668	141	284	1084
g10419.t1	0	6	0	0	0	2	0	2
g5976.t1	95	22	28	86	82	29	165	98
g17694.t1	4	29	2	1	0	1	3	0
g16728.t1	42	13	80	38	35	44	68	45
g8714.t1	2	8	0	23	12	3	2	7
g23286.t1	0	16	0	5	1	1	0	3
g10285.t1	18	15	3	103	246	2	16	89
g3493.t1	5056	960	3930	2740	3794	6505	4065	4691
g21408.t1	7	6	3	5	8	0	3	3
g4536.t1	1	35	7	26	8	3	13	1
g22363.t1	5	145	111	103	177	96	238	23
g12129.t1	3008	517	2769	4104	2984	3361	3992	2868
g20666.t1	0	1	3	0	0	0	0	0
g23044.t1	0	1	0	0	0	0	0	0
g24158.t1	51	100	5	64	46	20	88	17
g9466.t1	1	37	0	0	0	0	0	0
g22542.t1	0	27	0	109	144	155	267	166
g3137.t1	21	35	18	23	49	4	25	14
g5197.t1	13	17	7	3	1	19	5	3
g15126.t1	1	0	1	2	1	1	6	0
g199.t1	1029	167	852	983	769	536	756	663
g8493.t1	0	1	0	0	0	0	0	0
g14863.t1	1154	134	1396	1699	1276	1690	1439	1144
g11343.t1	14	68	51	66	46	68	56	94
g3296.t1	0	5	0	5	0	0	5	0
g10904.t1	42	3	28	15	16	28	22	24
g5501.t1	0	1	0	0	0	0	0	0
g6653.t1	19	23	20	34	44	33	6	38
g15592.t1	372	65	260	469	312	341	430	385
g23322.t1	3	0	9	0	2	1	0	0
g802.t1	6	9	10	6	7	2	19	11
g2081.t1	0	13	0	2	0	0	0	0
g22067.t1	0	8	0	0	0	0	0	0
g20821.t2	2	4	1	0	0	0	0	3
g5373.t2	0	0	2	0	0	2	10	0
g7099.t1	0	1	0	0	0	0	0	0
g22880.t1	1	24	1	0	0	0	0	0
g21120.t1	3476	108	1271	6415	3203	6183	13619	7419
g16612.t1	17	9	15	33	29	8	13	7
g5574.t2	1	21	0	1	159	0	0	12
g21748.t1	0	1	0	0	0	0	0	0
g23472.t1	3	8	0	23	4	0	1	1
g15819.t1	0	2	0	0	0	0	0	0
g7417.t1	3	18	0	1	0	1	0	0
g10901.t1	9	24	5	4	19	0	14	7
g5628.t1	237	28	185	418	295	257	741	262
g13229.t1	499	84	276	613	558	803	969	554
g17605.t2	16	68	19	110	22	0	87	44
g17772.t1	15	10	9	8	11	5	10	6
g4174.t1	4	3	2	4	23	15	44	42
g22286.t1	2	14	9	10	15	18	23	31
g17621.t1	23	21	5	16	15	3	14	6
g17052.t1	17	9	6	32	31	20	33	22
g21883.t1	796	131	416	230	273	746	374	227
g4905.t2	0	74	128	468	488	0	377	0
g3306.t1	64	8	24	52	144	39	44	55
g18026.t1	8	23	6	6	11	1	7	7
g8457.t1	0	14	1	1	0	0	0	0
g8434.t1	34	10	92	46	71	17	30	16
g13579.t1	2	25	1	8	1	0	0	2
g339.t1	25	48	40	87	284	22	47	138
g2465.t1	0	6	2	0	0	3	0	2
g14181.t1	0	2	0	0	0	0	1	0
g21799.t1	153	93	311	140	158	92	208	188
g14773.t1	0	9	0	10	166	4	12	110
g17904.t1	2	36	1	2	0	3	1	0
g7966.t1	0	5	0	1	6	0	0	34
g18608.t1	0	3	0	0	2	1	6	1
g8317.t1	99	25	97	89	58	25	73	44
g5260.t1	176	28	94	64	49	34	72	68
g11404.t1	4	48	0	20	2	2	7	5
g7590.t1	2	4	0	0	0	0	0	0
g20220.t1	14	14	9	11	6	6	3	2
g14632.t1	15	82	15	119	36	49	80	39
g9771.t1	2	83	4	16	1	1	8	3
g785.t1	2	11	3	176	48	326	903	227
g2420.t1	7584	1890	7841	8285	6218	6529	8305	8104
g19825.t1	11	140	32	44	146	44	140	46
g20203.t1	0	14	1	1	0	6	1	0
g10123.t1	6	51	4	27	19	7	12	30
g18811.t1	2	5	3	5	12	2	13	3
g19288.t1	16	23	17	25	12	5	6	10
g9091.t1	13	5	4	1	15	7	11	9
g10607.t1	2	46	1	29	19	1	23	17
g1200.t1	0	0	0	0	0	0	0	0
g15598.t1	429	125	507	104	184	28	113	16
g17537.t1	158	207	228	4288	2078	1677	2121	3509
g21538.t1	2	2	0	16	1	0	0	21
g9698.t1	342	79	84	243	391	273	447	540
g10486.t1	47	39	66	24	120	32	24	85
g21961.t1	1	0	0	0	0	0	0	0
g2917.t2	2	15	0	0	0	0	6	2
g7781.t1	635	86	366	227	365	176	346	223
g1117.t1	0	2	0	0	0	0	0	0
g4110.t1	1	10	0	18	8	5	9	3
g11330.t1	12	50	27	18	22	1	22	7
g9854.t1	627	87	325	384	349	354	462	268
g3840.t1	4	34	4	44	18	4	39	1
g10551.t1	7	23	2	26	18	5	17	17
g20205.t1	108	33	168	107	91	38	84	66
g3627.t1	13	5	22	22	11	3	15	10
g10460.t3	0	4	0	23	31	0	0	29
g7720.t1	0	1	0	14	4	0	5	20
g22325.t1	324	71	386	127	128	153	219	148
g8888.t1	13	12	22	2463	1062	28	452	2503
g21790.t1	3	41	4	2046	969	14	334	1135
g23559.t1	2	6	4	8	6	1	2	3
g11352.t2	23	120	37	66	58	0	57	23
g3690.t1	41	36	24	44	50	22	46	28
g3882.t1	0	1	0	0	0	0	0	0
g1755.t1	3582	322	1906	3446	4487	10166	14376	9692
g17138.t2	3	6	5	1	6	1	1	0
g1215.t1	12	68	6	36	26	2	22	13
g4790.t1	7	28	2	84	56	0	19	116
g8480.t1	1	11	0	16	40	0	15	22
g22204.t5	0	0	0	0	0	0	0	0
g22897.t1	0	2	0	0	0	0	0	0
g6549.t1	18	27	6	4	27	13	11	5
g19786.t1	3	7	0	0	0	0	0	0
g16687.t1	0	1	0	0	0	0	0	0
g1627.t1	437	78	559	295	419	401	575	470
g12387.t1	1	1	0	1	5	0	5	18
g5710.t1	2	137	5	19	9	1	35	8
g8777.t1	5	397	11	9	6	2	6	0
g17929.t1	4	0	0	0	77	0	2	71
g11490.t1	0	0	0	0	0	0	0	0
g10860.t1	49	68	88	77	83	17	72	29
g7074.t1	0	0	0	0	0	0	0	0
g5986.t1	41	30	82	500	133	137	531	115
g5957.t1	22	78	31	50	32	11	26	26
g15873.t1	1	23	40	8	13	8	28	15
g19453.t1	46	61	27	73	31	19	59	24
g14177.t1	0	1	0	0	0	0	0	0
g329.t1	1	1	13	1	3	3	2	1
g2899.t1	10	103	19	17	7	87	22	12
g23279.t1	1190	98	1735	1423	672	4155	1680	1332
g279.t1	28	22	7	73	48	14	28	36
g11178.t1	52	79	44	35	28	19	62	15
g6148.t1	11	20	13	13	20	12	45	6
g22259.t1	4	7	8	538	112	106	2150	124
g4119.t1	14	53	8	18	30	9	18	2
g15200.t1	4	113	8	70	31	11	47	27
g8286.t1	0	1	0	0	0	0	0	0
g15220.t1	2	17	0	290	108	1	44	154
g2552.t1	484	103	495	580	432	525	767	480
g17925.t1	2	8	0	18	15	0	4	31
g7379.t1	6	5	19	11	0	7	3	3
g16830.t1	0	0	0	2	0	0	0	0
g17085.t1	295	61	480	237	244	169	327	195
g13211.t1	0	0	0	0	0	0	0	0
g14145.t1	151	53	97	80	120	30	125	54
g901.t1	2	7	0	0	0	0	1	0
g874.t1	143	70	132	89	106	52	99	75
g6820.t1	1	8	2	20	13	0	9	3
g1379.t2	0	8	35	23	12	0	9	0
g2843.t2	0	0	0	0	0	12	0	12
g16032.t1	9	9	20	33	16	1	10	5
g13060.t3	0	0	0	0	0	0	0	0
g12718.t1	5	133	7	17	0	2	24	1
g4194.t1	0	13	0	0	0	0	0	0
g11759.t1	1	0	0	0	3	0	4	0
g23572.t1	0	0	0	0	0	0	0	0
g20717.t1	0	3	0	0	0	0	0	0
g4521.t1	81	24	40	53	64	37	61	36
g23880.t1	0	3	6	5	3	0	1	1
g21490.t1	0	0	0	0	1	0	0	0
g11473.t2	0	0	0	0	0	0	0	0
g13867.t1	0	0	0	3	0	0	1	0
g9929.t1	17	27	16	38	53	12	20	69
g12534.t1	29	7	33	10	6	3	10	5
g15256.t1	329	0	265	574	448	440	656	439
g12731.t1	0	4	0	0	0	0	0	1
g240.t2	0	11	0	85	13	0	18	12
g14779.t1	0	50	13	4	1	1	18	3
g4928.t1	823	26	1209	442	193	972	585	245
g4446.t1	5	0	8	179	87	2	49	166
g9546.t1	0	6	0	1	0	3	0	0
g18244.t1	87	18	141	59	103	260	110	186
g23696.t2	248	84	395	270	255	369	520	373
g18259.t2	16	174	89	0	0	48	54	0
g17633.t1	31	33	25	36	20	7	29	13
g15024.t1	192	101	574	171	225	399	419	325
g16332.t1	0	0	0	0	0	0	0	0
g23063.t1	1	54	0	1	15	2	4	0
g10809.t1	9	184	10	61	23	11	31	6
g16844.t1	0	5	0	1	0	0	0	0
g7434.t1	2	13	0	19	8	0	14	4
g8839.t1	2	34	3	17	0	0	7	1
g23369.t2	193	103	563	142	148	263	345	231
g3665.t1	7	4	36	18	29	19	48	15
g16531.t1	0	1	0	0	0	0	0	0
g9372.t1	7	1	1	14	9	1	7	8
g21763.t1	135	70	162	95	130	95	151	98
g9090.t1	170	56	170	78	123	76	212	142
g21360.t2	15	23	14	4	16	20	6	4
g4008.t1	1	2	1	2	0	2	0	0
g4884.t1	1	0	0	0	0	0	0	0
g1985.t1	0	8	0	0	0	0	0	0
g8520.t1	79	22	94	132	169	72	320	125
g6326.t1	6	27	7	10	6	5	20	9
g17404.t1	1613	214	775	608	878	703	850	1105
g21391.t1	2	9	4	8	2	4	5	6
g12942.t1	1	3	0	1	0	0	1	0
g6282.t2	125	18	143	143	111	104	136	110
g1928.t1	4	0	0	0	0	4	1	0
g3431.t1	0	39	0	1	0	1	4	0
g18054.t1	4	29	5	4	17	9	3	9
g22613.t1	52	24	70	61	59	59	68	25
g189.t1	114	20	67	210	185	33	128	137
g3644.t1	3	10	3	3	1	0	3	0
g14847.t1	4	33	8	1	54	1	0	54
g4589.t1	0	0	0	2	0	0	2	3
g15790.t1	467	135	548	403	525	589	721	577
g2126.t1	101	11	16	346	287	62	132	167
g1216.t1	2	19	3	15	45	2	22	35
g22271.t3	1329	355	691	509	1152	620	719	167
g5143.t1	445	91	492	417	438	233	605	274
g95.t1	1	11	2	179	481	8	52	894
g13302.t1	17	9	13	42	26	18	17	6
g14868.t1	0	6	1	4	8	1	0	0
g9758.t1	56	15	32	37	29	13	39	19
g3892.t1	1	22	0	9	11	1	0	2
g13364.t1	820	203	838	894	1463	2349	2196	2421
g13707.t1	244	114	98	234	181	94	240	153
g12124.t1	0	1	0	1	0	0	0	0
g14104.t1	5	27	3	16	23	9	6	56
g15988.t1	86	52	41	139	231	31	53	91
g15112.t1	7	8	20	31	18	14	27	25
g8461.t1	0	16	1	3	0	0	1	0
g10709.t1	0	0	0	0	0	0	0	0
g15260.t1	89	101	271	301	300	289	594	419
g10565.t1	47	22	123	106	134	40	126	69
g6592.t1	0	7	1	0	0	0	0	2
g1267.t1	282	145	366	460	383	536	621	455
g1074.t1	253	59	409	96	128	162	164	143
g13231.t1	1	40	0	4	11	0	0	0
g17283.t2	0	0	0	42	15	2	18	40
g8415.t1	0	2	0	0	0	0	0	0
g10545.t1	36	62	54	57	26	34	38	20
g856.t1	32	101	4	148	70	44	240	12
g8804.t1	2	0	0	2	0	0	4	2
g13839.t1	2	77	2	10	0	1	11	0
g8436.t1	0	4	0	0	0	0	0	0
g15571.t1	28	7	30	18	25	2	16	12
g2044.t1	144	6545	338	430	18	49	652	3
g11646.t1	6	32	17	49	0	0	15	14
g3561.t1	8	8	6	11	4	2	15	4
g1737.t1	7	10	27	31	16	7	9	12
g886.t1	1	10	0	0	0	0	0	0
g20656.t1	4	1	0	20	6	2	6	2
g309.t1	4	4	0	0	0	0	0	0
g23015.t1	0	4	1	765	4	0	0	61
g21021.t1	308	136	286	422	478	254	575	253
g10863.t1	11	82	14	21	12	34	38	20
g3746.t1	481	139	607	196	332	356	179	93
g121.t1	3	5	1	15	11	0	8	9
g18008.t1	0	8	0	7	16	0	5	4
g15843.t1	97	25	114	26	42	62	76	29
g3477.t1	5	8	8	10	15	2	4	6
g11852.t1	457	346	2502	992	998	1103	1475	1902
g21684.t1	8	16	8	36	16	4	26	16
g7240.t1	0	0	0	0	0	0	0	0
g7469.t1	6	19	14	38	24	24	50	29
g19929.t1	11	14	2	32	17	9	12	15
g4144.t1	36	29	23	42	36	15	36	36
g3015.t1	0	3	0	0	0	0	4	0
g990.t1	0	29	2	0	1	1	3	1
g19814.t1	7	28	16	18	87	10	6	27
g8353.t1	41	2	19	80	28	8	11	35
g10080.t1	15	87	23	73	69	19	34	58
g16494.t1	0	10	0	2	0	0	2	1
g8209.t2	1128	351	1408	842	763	824	770	292
g22004.t1	0	3	0	0	0	0	0	0
g16552.t1	0	0	0	0	0	1	0	0
g12526.t1	0	28	0	0	0	0	3	0
g22546.t1	34	2	0	0	0	0	0	0
g4640.t1	39	32	38	48	76	42	59	41
g16836.t1	1	9	0	3	0	0	1	0
g16353.t1	14	24	21	24	41	3	26	22
g20107.t1	260	133	485	2052	627	601	1079	828
g20309.t1	16	0	0	2536	4124	95	548	5804
g14614.t1	303	42	260	171	259	461	345	309
g4858.t2	1	14	0	5	4	0	0	28
g20801.t1	446	66	408	472	456	173	390	224
g16477.t1	0	0	0	0	0	0	0	0
g18721.t1	0	0	0	20	26	0	0	52
g240.t1	0	15	0	10	13	0	7	3
g20875.t1	0	11	0	0	0	0	0	0
g6674.t1	9	176	7	17	2	0	8	0
g11682.t1	13	4	8	11	0	0	7	0
g8511.t1	0	0	0	29	14	0	0	0
g3091.t1	0	5	0	2	0	0	0	0
g21522.t1	28	38	11	48	83	27	51	144
g12934.t1	39	26	54	33	52	14	36	15
g4006.t1	584	163	359	325	271	147	355	120
g15737.t1	1061	192	1072	424	544	574	784	414
g19368.t1	90	41	79	100	69	44	73	39
g15019.t1	2940	754	2308	3954	2246	2363	3254	3205
g6829.t1	25	0	3	2	13	22	10	7
g13535.t1	239	50	166	398	356	208	395	292
g8365.t1	1135	210	14610	4463	3644	25339	11222	6708
g23767.t1	10	15	8	16	30	2	5	10
g20764.t1	21	28	22	33	24	5	17	16
g13960.t1	16	36	4	2647	1288	15	538	1053
g8803.t1	5	14	5	27	11	0	11	7
g2500.t1	1	56	3	3	1	0	3	3
g22914.t1	0	2	0	25	3	0	2	0
g17718.t1	263	65	180	191	435	301	379	350
g5704.t1	91	102	73	81	62	16	74	26
g14718.t1	0	0	0	0	0	0	0	0
g22211.t1	513	145	988	388	403	1334	566	482
g14215.t2	1107	124	555	29	549	1054	641	1237
g22991.t2	8	16	12	20	27	5	24	5
g23271.t1	263	51	80	277	250	299	335	392
g22999.t1	1	9	2	1	0	1	0	1
g17409.t1	79	76	181	126	97	174	146	114
g3000.t1	23	22	11	37	23	8	33	12
g15621.t1	8	246	11	16	2	1	17	4
g11994.t1	6	63	1	71	80	3	33	149
g4596.t1	0	7	0	0	0	0	0	0
g9759.t1	23	28	22	32	27	12	34	19
g9385.t1	256	101	153	130	167	143	166	183
g22942.t1	2	27	10	6	10	0	7	2
g13346.t1	49	62	40	290	192	104	147	167
g20511.t1	8	1	0	0	0	4	1	0
g11877.t1	339	46	290	197	243	321	331	282
g10590.t1	0	9	8	8	13	57	38	23
g14008.t1	6169	882	7010	4075	3508	6062	6854	5824
g17544.t1	0	12	0	0	0	0	0	1
g19575.t1	0	2	0	0	0	0	0	0
g13781.t1	862	258	1031	699	761	717	1297	921
g15052.t1	6	12	3	47	3	3	14	6
g19515.t2	12	11	4	36	9	0	25	0
g2250.t1	242	58	123	241	229	68	181	63
g16170.t1	2555	794	3128	4643	3054	2805	4119	3604
g14861.t1	543	130	501	330	484	297	480	214
g10472.t1	15	139	15	24	9	3	20	6
g16764.t1	5	57	32	45	58	5	38	70
g7328.t1	5	34	10	22	53	3	5	16
g17172.t1	4	4	14	4	8	12	3	0
g8830.t1	0	12	3	51	51	0	9	37
g6432.t1	4	8	0	0	0	0	1	0
g18563.t2	0	19	3	1	0	0	2	1
g23981.t2	1	0	1	0	0	0	1	0
g9619.t1	5	25	1	2	1	0	0	0
g15282.t1	3	0	3	5	15	8	12	1
g5979.t1	12	1	15	17	10	62	48	34
g6865.t1	15	24	10	299	216	8	65	236
g16361.t1	35	9	62	28	30	7	31	5
g3551.t1	46	11	230	53	20	86	70	25
g16561.t1	0	1	0	0	0	0	0	0
g19176.t1	10	66	6	557	1909	50	71	4944
g15218.t1	256	89	108	270	157	131	174	57
g3414.t2	4	13	5	3	0	8	2	2
g1124.t1	62	27	307	92	64	328	138	105
g12062.t1	1	15	0	0	0	0	0	0
g3845.t1	0	18	0	6	26	1	5	17
g7228.t1	0	0	0	0	0	0	0	0
g14973.t1	1	16	4	126	163	6	20	248
g21200.t1	2	7	0	1	0	0	1	0
g4106.t1	17	9	121	275	48	86	120	42
g8099.t1	2	12	0	13	5	0	2	0
g11003.t1	195	78	242	275	200	132	277	183
g5166.t1	0	16	0	0	0	0	2	0
g12368.t1	0	0	0	0	1	2	0	0
g10940.t2	0	0	0	1	0	0	0	0
g15927.t1	0	2	0	0	4	0	0	0
g20723.t1	0	2	0	0	0	0	1	2
g8987.t1	679	96	592	587	502	428	659	454
g7301.t2	0	4	0	0	0	0	0	0
g9836.t1	163	31	55	88	94	19	75	41
g21563.t1	0	16	1	516	24	0	68	10
g17741.t1	0	0	0	1	0	0	0	0
g19841.t1	337	143	439	1162	844	900	1632	531
g15036.t1	901	177	764	842	693	770	1231	943
g4982.t1	33	10	53	75	56	9	28	39
g16913.t1	2	15	11	13	13	0	7	5
g135.t1	1	169	7	17	9	1	10	6
g12634.t1	22	37	61	41	53	28	65	34
g17054.t1	5	81	5	4	1	0	3	0
g20136.t1	1	8	3	23	6	0	4	0
g2201.t2	4	38	6	13	9	0	6	0
g13786.t1	163	41	112	96	110	73	196	111
g10756.t1	1	80	4	2	2	0	6	1
g10131.t1	1	14	0	0	0	0	4	1
g20183.t4	136	0	99	110	124	99	247	177
g14215.t4	387	84	765	513	291	499	474	395
g17437.t1	134	117	112	273	212	112	170	144
g4426.t1	37	41	116	83	56	26	41	31
g10728.t1	0	1	0	0	0	0	0	0
g22524.t1	0	5	0	37	1	0	4	0
g21778.t1	658	116	569	270	344	517	452	612
g14782.t1	1	69	5	11	1	4	18	0
g12748.t1	89	43	52	77	73	23	60	33
g1154.t1	12	64	4	11	20	3	21	12
g19602.t1	18	5	24	14	6	32	39	41
g8022.t1	23	19	24	37	36	8	21	18
g22658.t1	206	122	149	145	169	84	189	126
g15213.t1	754	156	901	623	623	452	1122	497
g2266.t2	17	8	118	10	26	48	28	27
g7418.t1	0	24	4	0	0	0	2	0
g3084.t1	0	1	0	0	0	0	0	0
g23039.t1	0	3	0	0	0	0	0	0
g18123.t1	26	31	33	24	92	5	25	60
g5742.t1	0	13	0	0	0	0	0	0
g17753.t1	33	5	4	64	56	9	45	19
g10401.t1	6	9	1	50	12	0	5	24
g6151.t1	16	13	18	187	134	10	115	87
g20794.t1	7	0	6	17	4	0	27	4
g21151.t1	3	3	0	0	0	0	0	0
g4533.t1	39	34	24	36	24	20	43	35
g1419.t2	36	17	47	66	43	23	74	94
g167.t1	1	31	0	3	2	0	1	0
g10598.t1	2	84	10	4	0	0	6	0
g11235.t1	188	56	4274	427	538	2946	1078	495
