target_id	length	eff_length	est_counts	tpm
Phel_contig_1	905	596.598	19	5.18472
Phel_contig_10	2138	1827.25	1063.77	94.777
Phel_contig_100	10344	10033.3	1179	19.1305
Phel_contig_1000	4676	4365.25	7176	267.625
Phel_contig_10000	843	537.087	17	5.15297
Phel_contig_10001	1108	797.255	31	6.33021
Phel_contig_10002	3127	2816.25	343.026	19.8293
Phel_contig_10003	1120	809.255	39.9438	8.0356
Phel_contig_10004	712	414.679	40	15.7037
Phel_contig_10005	1319	1008.25	7	1.13027
Phel_contig_10006	861	554.316	36	10.573
Phel_contig_10007	777	474.58	21.0732	7.22896
Phel_contig_10008	510	241.348	2	1.34909
Phel_contig_10009	609	322.684	42.9654	21.6768
Phel_contig_1001	1473	1162.25	279	39.0802
Phel_contig_10010	771	469.082	8	2.77648
Phel_contig_10011	1568	1257.25	106.137	13.7435
Phel_contig_10012	692	396.459	103	42.2953
Phel_contig_10013	2373	2062.25	75	5.92069
Phel_contig_10014	793	489.725	45	14.9594
Phel_contig_10015	1463	1152.25	42.4617	5.99933
Phel_contig_10016	938	628.614	22.2704	5.76763
Phel_contig_10017	1069	758.255	299.263	64.2526
Phel_contig_10018	846	540.033	31.7859	9.58225
Phel_contig_10019	679	384.708	40.0621	16.9534
Phel_contig_1002	859	552.399	204	60.1216
Phel_contig_10020	1174	863.255	34	6.412
Phel_contig_10021	2110	1799.25	257	23.2538
Phel_contig_10022	806	501.947	20	6.48672
Phel_contig_10023	1575	1264.25	4	0.515085
Phel_contig_10024	928	618.942	18	4.73452
Phel_contig_10025	1488	1177.25	106	14.6585
Phel_contig_10026	598	313.166	47	24.433
Phel_contig_10027	1401	1090.25	330.35	49.3287
Phel_contig_10028	543	267.918	5	3.03823
Phel_contig_10029	1102	791.255	162	33.3313
Phel_contig_1003	1146	835.255	149	29.0416
Phel_contig_10030	2857	2546.25	286	18.286
Phel_contig_10031	2059	1748.25	100.575	9.36572
Phel_contig_10032	935	625.724	41	10.6673
Phel_contig_10033	516	246.26	18	11.8996
Phel_contig_10034	4128	3817.25	241.449	10.2974
Phel_contig_10035	2487	2176.25	56	4.18921
Phel_contig_10036	1004	693.255	13.4387	3.15586
Phel_contig_10037	2471	2160.25	268.997	20.272
Phel_contig_10038	834	528.517	79	24.3345
Phel_contig_10039	1685	1374.25	37.5623	4.44977
Phel_contig_1004	1581	1270.25	210.58	26.9885
Phel_contig_10040	2252	1941.25	266.514	22.3507
Phel_contig_10041	1570	1259.25	151.937	19.6428
Phel_contig_10042	516	246.26	0	0
Phel_contig_10043	2675	2364.25	234	16.113
Phel_contig_10044	2379	2068.25	223	17.5531
Phel_contig_10045	1053	742.255	43	9.43124
Phel_contig_10046	1354	1043.25	102.728	16.0307
Phel_contig_10047	604	318.337	42	21.4791
Phel_contig_10048	4774	4463.25	230.066	8.39177
Phel_contig_10049	1759	1448.25	156	17.5361
Phel_contig_1005	669	375.87	250	108.282
Phel_contig_10050	2528	2217.25	120.154	8.82216
Phel_contig_10051	991	680.374	36	8.61406
Phel_contig_10052	1533	1222.25	67	8.92414
Phel_contig_10053	1349	1038.25	182	28.5378
Phel_contig_10054	842	536.101	0	0
Phel_contig_10055	1012	701.255	11.4989	2.66953
Phel_contig_10056	605	319.219	89.0959	45.4384
Phel_contig_10057	565	285.53	43	24.5172
Phel_contig_10058	1421	1110.25	190	27.8602
Phel_contig_10059	671	377.704	22.9295	9.8832
Phel_contig_1006	680	385.638	28	11.8204
Phel_contig_10060	1142	831.255	42	8.22562
Phel_contig_10061	959	649.04	0	0
Phel_contig_10062	725	426.431	76	29.0147
Phel_contig_10063	519	248.603	39	25.5395
Phel_contig_10064	1344	1033.25	29	4.56924
Phel_contig_10065	650	359.16	27.9469	12.6677
Phel_contig_10066	805	501.036	25.5649	8.3067
Phel_contig_10067	1839	1528.25	41.9398	4.4677
Phel_contig_10068	1288	977.255	49	8.16285
Phel_contig_10069	2996	2685.25	47.0711	2.85379
Phel_contig_1007	757	455.987	1266.55	452.192
Phel_contig_10070	2396	2085.25	293.726	22.9317
Phel_contig_10071	945	635.361	8	2.04985
Phel_contig_10072	1011	700.255	63.7242	14.815
Phel_contig_10073	1739	1428.25	259	29.5221
Phel_contig_10074	857	550.524	79	23.3617
Phel_contig_10075	974	663.777	65.6092	16.0915
Phel_contig_10076	591	307.229	30	15.8969
Phel_contig_10077	1218	907.255	27	4.84494
Phel_contig_10078	1722	1411.25	44	5.07576
Phel_contig_10079	4519	4208.25	290.584	11.2415
Phel_contig_1008	917	608.296	42.0956	11.2661
Phel_contig_10080	1179	868.255	228	42.7505
Phel_contig_10081	516	246.26	39	25.7824
Phel_contig_10082	762	460.614	20.0344	7.08097
Phel_contig_10083	762	460.614	19.2188	6.79271
Phel_contig_10084	648	357.356	40.308	18.363
Phel_contig_10085	993	682.34	76.6494	18.2878
Phel_contig_10086	1909	1598.25	3	0.305583
Phel_contig_10087	1279	968.255	15.554	2.61521
Phel_contig_10088	796	492.539	7	2.31372
Phel_contig_10089	995	684.306	0	0
Phel_contig_1009	2709	2398.25	3153.52	214.069
Phel_contig_10090	2530	2219.25	91	6.67556
Phel_contig_10091	1233	922.255	26.4562	4.67014
Phel_contig_10092	1180	869.255	45	8.42789
Phel_contig_10093	689	393.653	6	2.48137
Phel_contig_10094	1244	933.255	92.4003	16.1186
Phel_contig_10095	1435	1124.25	35.4269	5.13006
Phel_contig_10096	2449	2138.25	208.91	15.9057
Phel_contig_10097	503	235.742	56.5855	39.0771
Phel_contig_10098	1041	730.255	73	16.2743
Phel_contig_10099	744	443.879	58.903	21.6036
Phel_contig_101	1984	1673.25	199	19.3617
Phel_contig_1010	4061	3750.25	1003	43.5405
Phel_contig_10100	1727	1416.25	36	4.13823
Phel_contig_10101	1002	691.255	26	6.12335
Phel_contig_10102	587	303.945	7.18646	3.84922
Phel_contig_10103	1633	1322.25	243	29.9188
Phel_contig_10104	5712	5401.25	398.426	12.009
Phel_contig_10105	4352	4041.25	199.083	8.01993
Phel_contig_10106	2694	2383.25	217	14.8232
Phel_contig_10107	3186	2875.25	467.669	26.4799
Phel_contig_10108	6573	6262.25	648	16.846
Phel_contig_10109	1009	698.255	45	10.4919
Phel_contig_1011	3851	3540.25	243.386	11.1922
Phel_contig_10110	1167	856.255	7	1.33091
Phel_contig_10111	3878	3567.25	238	10.8617
