baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
g22928.t1	11.4102902660191	4.37023651989371	0.946621469088005	4.61666744586311	3.89951400738094e-06	0.00433313996500171
g1803.t1	299.630175212708	-2.79592383633565	0.738841911697042	-3.78419766403574	0.000154205234449209	0.0372506209826002
g23102.t1	306.798308562662	-2.00023612555033	0.492926071084868	-4.05788259717744	4.95196495684489e-05	0.0171956983126439
g12314.t1	12.5877584674436	4.07216462482667	1.01328591334476	4.0187715739429	5.85023528156799e-05	0.0187522541679183
g2188.t1	22.5498827577904	3.43714489916859	0.907371284464708	3.7880247678284	0.000151849714892464	0.037221044820994
g15722.t1	608.064774237903	3.82520975277628	0.857069957710302	4.46312429733914	8.07731648986913e-06	0.00657304844471559
g12819.t1	98.1997883682343	2.55909188419946	0.658698366194138	3.88507398156385	0.000102298731856181	0.0275018590738521
g13972.t1	61.4689299583049	6.19117171986015	1.49216542092224	4.14911887988508	3.33757460611455e-05	0.0150353225769506
g15371.t1	7310.89750855364	-1.03368193001772	0.280665933159693	-3.68296186993801	0.000230539653760144	0.048640948719925
g7316.t2	34.7386217110293	-3.16114814724558	0.845400431487978	-3.7392317646227	0.000184583489943299	0.0404820738207224
g10969.t1	324.926385244248	5.62608383670411	1.029953643784	5.46246316099642	4.69573000283683e-08	0.000195671069218211
g23101.t1	19.0237772706954	-2.46308227071236	0.504996726438561	-4.87742225198766	1.07481190838353e-06	0.00179149648889366
g1326.t1	1123.00484865241	4.82467293169138	1.07530038401197	4.48681410648289	7.22961011708519e-06	0.00634227060166189
g13916.t2	26.0150886112293	4.14066086780951	0.909093292710401	4.55471501221223	5.24566459607198e-06	0.00521935164892373
g16019.t1	489.249270506565	3.45301722705217	0.758633926518877	4.55162510711448	5.32331281687685e-06	0.00521935164892373
g9872.t1	314.67159303933	-1.18552093326239	0.314266883704864	-3.77233808184429	0.00016172491628466	0.0383603150861327
g22338.t1	334.720127334953	2.66838958650388	0.672789298188011	3.96615938108784	7.30400309284984e-05	0.0229704006701172
g9311.t1	33.8146581279841	-3.54818393266766	0.946862466741593	-3.74730655960829	0.000178743583675681	0.0404820738207224
g7738.t1	99.7991325203912	1.26277081484706	0.337441458485947	3.74219226206803	0.000182421859443639	0.0404820738207224
g5221.t1	236.982266629405	2.59464210222846	0.545505087895143	4.75640312034486	1.97072747446799e-06	0.00273734046203603
g2626.t1	480.475534211228	3.70964598709634	0.957225303970802	3.87541571634999	0.000106442819119701	0.0281617287156693
g22337.t1	134.498675289662	2.46853024910182	0.665992365381804	3.70654436509441	0.000210106444871898	0.0448981310657025
g11097.t1	67.5196362155107	2.64354360458669	0.537816293287942	4.91532822188293	8.86338377263253e-07	0.00164149867469154
g3465.t1	116.751304698622	-5.66551513989316	1.37714951915476	-4.113943374406	3.88956885711263e-05	0.0162078334275883
g9604.t1	28.3409326535328	2.9382554102436	0.779426848305819	3.76976417559937	0.000163401870117316	0.0383603150861327
g24131.t3	39.1018747342977	6.41384630363615	1.35830443649038	4.72195049307828	2.33593549914313e-06	0.00299502868459367
g3867.t2	7.84845048596819	4.1614084767799	1.02395447966335	4.06405612693651	4.82272208113936e-05	0.0171956983126439
g20269.t1	183.270217532543	-5.69425271465124	1.31373947658965	-4.33438502543366	1.46168156428213e-05	0.00870118154051947
g5857.t1	61.7447967989842	3.42860614642465	0.924514874167621	3.70854622486367	0.000208452610207468	0.0448981310657025
g22733.t1	14.4282114969512	7.1664194747011	1.85675150965214	3.85965458352784	0.000113547410760436	0.0292739416853613
g12612.t2	37.7680136435723	3.51789250476255	0.82019381203634	4.28909905578108	1.79399354508062e-05	0.00996742813646791
g23715.t1	63.401150744228	4.09979943696716	1.05348372809699	3.89165900490274	9.95611080413893e-05	0.0272559710936805
g6700.t1	5334.04604740771	-1.39918805064141	0.356412521700076	-3.9257544711598	8.64583123524175e-05	0.026060866340589
g8208.t1	106.045297898062	3.04202370712677	0.775489788536162	3.92271278370923	8.75575063038747e-05	0.026060866340589
g12253.t1	60.9225825119723	2.83048528458021	0.687752947457553	4.11555529502823	3.86248382663506e-05	0.0162078334275883
g6273.t1	34.8954325163683	-4.58941463516833	1.19357389980994	-3.84510304380745	0.0001205017901256	0.0304321793608106
g15129.t1	73.7408641369687	3.50699486510707	0.908938518635923	3.85834112341299	0.000114159239833722	0.0292739416853613
g15820.t1	48.8681750215437	3.40107178851451	0.66228404533866	5.13536723774672	2.81593608615629e-07	0.00093872045368106
g11259.t2	13.7636513986199	4.83573230943668	1.22088720414025	3.96083462340978	7.46882482030685e-05	0.0230537726120138
g1664.t1	366.571159774611	1.02075877990008	0.234175879825004	4.35894072721272	1.30693501427641e-05	0.00870118154051947
g2879.t2	16.7387783374131	-22.3153911067944	3.07092857976719	-7.2666590990814	3.68487162502546e-13	3.07097201229622e-09
g782.t1	226.607852793428	5.91982229431321	1.17382584192651	5.04318620605376	4.57843313776201e-07	0.00123939386173124
g11353.t1	1500.27963165529	-1.48455098366098	0.351155903404184	-4.22761220662791	2.36184400048233e-05	0.0123022549375124
g8842.t1	298.4563882615	2.38161343224032	0.580951188089115	4.09950694837893	4.14031240589929e-05	0.0163414682235811
g23103.t1	92.0569298969748	-2.0101479689448	0.480530029326719	-4.18318907511619	2.874481313069e-05	0.0136891012932097
g9984.t1	123.202172074197	2.87197244246543	0.697112094312988	4.11981439698847	3.7917771321596e-05	0.0162078334275883
g15793.t1	37.2294694853067	2.24495497155512	0.464396870762554	4.83413027281781	1.33728995133535e-06	0.00202635899171433
