gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0150	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231
5281	g5780.t1	40.4178956546149	-3.47901975410798	0.684630606356803	-5.08160126322903	3.74266403570632e-07	7.82343346980736e-06	2	15	64	3	12	117	29	82	11	5	0	10	70	21	71
5282	g5781.t1	21.5816133691573	-3.14306538283487	0.671413548839303	-4.68126594744536	2.85108781427565e-06	4.47629062858154e-05	0	6	35	3	3	60	17	49	9	7	4	6	31	6	34
5283	g5782.t3	17.9106706089935	-5.34517957958775	1.72834265925653	-3.09266195043004	0.00198369962342947	0.0102550397497961	0	0	0	0	0	79	39	53	0	0	0	7	16	0	26
5284	g5783.t1	9.03012668317851	-2.59232100489055	0.672515841656303	-3.85466162180813	0.000115889804311671	0.00101468066219466	1	7	8	1	2	33	8	16	9	3	1	2	9	5	11
5285	g579.t1	529.702281263226	-2.05623507971245	0.41689358941116	-4.93227800076459	8.12761288897912e-07	1.53038211360368e-05	420	155	632	265	214	488	366	1363	300	195	252	253	816	321	618
5286	g5796.t1	28.2816104757919	-1.89040790465649	0.70447052669384	-2.68344498886049	0.00728679621454603	0.0287425435582832	18	6	46	0	14	29	23	82	17	33	3	11	30	32	14
5287	g5798.t1	471.908183263345	-1.93033175118936	0.586668293204478	-3.29032908979207	0.0010007027223189	0.00589281529596335	701	103	1792	125	112	115	207	726	341	319	441	175	635	151	272
5288	g5799.t1	149.812322602879	-1.33418143854125	0.532397556850496	-2.50598715447506	0.0122110055975465	0.0427968744699366	342	38	436	68	58	51	81	200	124	82	190	114	106	106	64
5289	g580.t1	234.319992625668	-1.77270994889521	0.468321194997126	-3.78524390489327	0.000153557897005864	0.00127093538703974	92	45	93	107	108	393	290	525	161	148	81	108	442	251	328
5290	g5806.t1	130.434632116805	0.602713019787164	0.235068670696481	2.56398701707632	0.0103477415123541	0.0377081670237123	134	31	114	164	154	87	101	68	161	177	286	237	116	269	59
5291	g5807.t1	7933.74449135371	-4.19666594580317	0.687055218054486	-6.10819310518701	1.00765392520234e-09	4.45819891037885e-08	2248	286	18269	690	691	4203	2858	31293	1470	1134	838	1009	11261	1280	8082
5292	g5808.t1	29.5900765441656	-1.561500147965	0.397695141016323	-3.92637472002937	8.6235775358403e-05	0.000789217851048667	14	30	37	19	23	26	32	48	19	22	8	18	33	21	29
5293	g5809.t1	52.5184194764701	-2.21659472668461	0.62631847218536	-3.53908566507776	0.000401515532333335	0.00280671681487293	11	37	4	8	13	235	98	32	11	27	13	37	82	64	90
5294	g5810.t1	70.7343694545643	1.4039912208343	0.227703169865772	6.16588351256568	7.00906703700761e-10	3.20594429906257e-08	30	24	40	83	172	57	34	23	122	104	144	163	32	182	23
5295	g5821.t1	54.1064721322402	-2.30849423986335	0.510670253402815	-4.52051832759176	6.16884038917803e-06	8.7173652397039e-05	25	9	20	11	10	127	193	64	30	14	34	22	73	43	100
5296	g5831.t1	118.517436215075	-0.695289084822115	0.275393325661944	-2.52471291071015	0.0115792840070427	0.0410281378140138	126	25	88	77	158	159	172	89	144	125	55	85	197	198	155
5297	g5834.t1	87.0584967423903	-0.861908662936621	0.298755711264176	-2.88499476475104	0.00391420170846302	0.0176892196072843	135	16	154	101	56	127	93	50	105	64	81	54	142	91	67
5298	g5836.t1	13.2069175975776	1.76756065209157	0.380426273439262	4.64626335113991	3.38001464652243e-06	5.16795878993024e-05	4	33	1	31	35	8	5	2	22	20	21	28	6	35	10
5299	g5845.t1	49.7750985824399	1.13094674059079	0.252972162696037	4.4706371188742	7.79869247760148e-06	0.000106249818484199	24	102	31	67	131	52	31	6	102	76	75	79	33	117	19
5300	g5846.t1	299.634238762715	-1.96662626149209	0.637560992849971	-3.08460881946532	0.00203820033113681	0.010479197757639	70	49	1273	248	106	332	228	347	24	130	27	195	354	384	364
5301	g585.t1	448.761331390939	-1.13465982494075	0.404735346643958	-2.80346116134723	0.00505573211158915	0.0217111481211257	480	67	1008	494	245	465	406	592	251	203	495	352	637	414	314
5302	g5856.t1	83.9508401496064	1.05744441295583	0.265470165482623	3.98328908649078	6.79679935253698e-05	0.000648547247444413	50	30	23	106	185	98	48	16	158	127	104	173	90	231	37
5303	g5857.t1	11.9477915091773	-3.65446979732188	0.84602952751473	-4.31955348893925	1.56345212000305e-05	0.000188022716043724	2	4	3	3	3	806	45	8	0	3	0	1	77	6	16
5304	g5858.t1	9.08607708732759	-3.46364774039825	0.982714546216978	-3.52457155918957	0.00042416823024482	0.00294130758376496	0	1	2	3	4	629	43	7	0	3	0	1	48	2	16
5305	g5860.t1	5827.8831656768	-0.744114532353966	0.244504387143356	-3.04335861228405	0.00233953350231517	0.0116841660486123	6135	1370	5964	4639	6642	8675	5276	6212	6817	5527	4050	4888	7380	6780	6902
5306	g5864.t1	74.8618786543031	0.967954839503719	0.392545628006242	2.46584032643545	0.0136692253178579	0.046771103867129	55	38	91	100	70	43	32	11	75	109	185	165	50	227	19
5307	g5868.t1	6.737232210629	-2.13752319105822	0.785513503430246	-2.72117943450228	0.00650494418800763	0.0263110329963724	7	15	3	3	0	14	9	5	2	5	0	2	7	11	1
5308	g587.t1	199.364883566203	-0.928073253757962	0.267202609565856	-3.47329412413252	0.000514111616718838	0.00343296445299755	242	69	137	169	215	227	259	187	170	158	68	149	326	347	280
5309	g5871.t1	577.768750336476	-1.92734375048101	0.362050875967708	-5.32340584822371	1.01842176082975e-07	2.57401341069528e-06	703	176	1185	533	173	564	600	787	221	217	249	372	1230	282	590
5310	g5872.t1	34.854154348712	0.722555370830361	0.274407410348619	2.63314817159054	0.00845974320865282	0.0321776625033762	16	11	44	52	73	23	28	6	47	46	63	53	33	70	23
5311	g588.t1	304.886319979142	-3.31138073983326	0.99560690588792	-3.32599213630408	0.000881044142083548	0.00531698466219736	15	41	17	138	19	588	3413	43	9	112	105	47	135	5	6362
5312	g5884.t1	27.7942024238528	2.06922244782189	0.478750568690564	4.32213052713742	1.54529719403961e-05	0.000186149803970195	2	15	2	47	70	13	14	3	73	66	19	66	13	92	8
5313	g5885.t1	237.59613729604	1.03686003475384	0.235496318351325	4.40287152687881	1.06827431938805e-05	0.000138395897604554	164	55	168	368	397	186	272	37	428	464	304	504	158	523	98
5314	g5886.t1	53.7519218078777	-1.85528520471152	0.632766825236205	-2.93202034417491	0.00336764685493624	0.0156922334065358	22	10	3	51	40	232	125	32	16	23	9	26	170	40	40
5315	g5888.t1	48.1513762533084	0.994116961762285	0.315150908457543	3.15441566273071	0.00160819852698292	0.00866800576264962	42	18	12	45	126	51	45	8	118	71	67	67	23	120	28
5316	g5901.t1	176.828121881195	-2.00587599308737	0.816233945408745	-2.45747681087055	0.0139916843446656	0.0476408704433176	9	28	20	31	141	215	1129	124	59	220	15	45	605	108	23
5317	g5901.t2	112.1499329601	-2.44943729494793	0.978789975439348	-2.50251571472057	0.0123314150901576	0.0431071522823653	10	29	1	25	50	217	474	17	37	70	0	72	766	49	10
5318	g5905.t1	3.96807561041072	-4.82190026279506	1.30753432660995	-3.68778101244715	0.000226218204679695	0.00175483358129982	1	9	5	0	2	1	0	4	0	0	0	0	10	0	10
5319	g5914.t1	13.8211584863205	-4.98999025775728	1.18111483934032	-4.22481378740808	2.3913843219446e-05	0.000269888366224681	0	24	4	1	1	3	20	2	0	4	0	0	8	1	87
5320	g592.t1	145.399090271421	-2.71202957744105	0.421529347376515	-6.43378591388711	1.24464134993744e-10	6.90456810407601e-09	80	108	141	43	27	99	136	251	60	61	19	51	327	80	331
5321	g5920.t1	53.6268032701761	-1.91732848329681	0.780580784367665	-2.45628450212235	0.0140381970029431	0.0477466423767763	8	47	10	6	7	316	41	1	22	71	30	21	118	38	67
5322	g5924.t1	655.375051235019	-5.29164396296875	0.763333452497106	-6.93228358544762	4.14100765524552e-12	3.1657491385596e-10	89	12	659	51	29	284	239	2788	33	23	26	53	1545	70	1053
5323	g5929.t1	2082.14673147885	-2.12617534736185	0.603431842454628	-3.52347224288502	0.000425931707842122	0.00294975432111534	3074	487	1227	276	380	700	2055	4636	1291	652	2742	588	2189	638	5095
5324	g5935.t1	101.07922480255	1.44302936142134	0.450570840078018	3.20266922105185	0.00136160277482132	0.00755921889485738	22	11	16	50	241	33	87	53	314	153	251	169	61	234	87
5325	g5941.t1	26.3683170485725	0.692845047515605	0.248879102003544	2.78386189092621	0.00537159013275356	0.0227086200098426	15	14	22	49	47	13	24	12	41	40	31	34	21	57	12
5326	g5947.t2	35.5931965323109	-2.13677356458754	0.793151225892617	-2.69403046333668	0.00705937122705133	0.0280443438298302	34	82	24	0	20	23	11	48	22	17	0	35	36	25	25
5327	g5948.t1	18.389629851003	-2.51480713122281	0.922618982916151	-2.72572663015688	0.00641601130616305	0.0260285776502602	1	53	3	4	4	3	8	41	5	10	2	2	20	25	2
5328	g5949.t1	213.383773193775	-2.34576787571613	0.767742077350693	-3.05541137436527	0.00224752016015329	0.011310792897166	23	306	19	76	87	154	1078	5	89	131	59	76	103	86	565
5329	g5960.t1	72.327871834526	-1.12880705555886	0.332732494388803	-3.39253627041256	0.00069248763349751	0.00439096422940171	37	16	164	46	47	113	103	47	72	62	64	44	86	70	105
5330	g5967.t1	86.4719416477007	-3.5862473548014	1.19574054009328	-2.99918521999901	0.00270702685902899	0.0131758213937215	0	57	5	62	1	113	443	3	0	18	7	13	21	1	417
5331	g5982.t1	1126.36382796023	-3.14505141006223	0.612255961759833	-5.13682447619176	2.79419705345924e-07	6.08786034759222e-06	164	41	866	208	285	2185	1009	3034	285	249	385	231	2945	331	1969
5332	g5983.t1	1445.93559064445	-3.18170503879444	0.612728794690752	-5.19268078530612	2.07287422447767e-07	4.75574059878838e-06	222	49	1043	245	350	2888	1343	3914	375	332	428	268	4092	515	2277
5333	g5986.t1	132.949545577049	-2.26139179610432	0.522408359559476	-4.32878179440171	1.49936397142865e-05	0.000181831499561989	41	30	82	54	36	500	133	137	28	33	116	51	531	79	115
5334	g5987.t1	171.090434767022	-2.48227927972198	0.480465547713146	-5.16640431668157	2.38640279348205e-07	5.34470232266918e-06	70	19	118	55	90	569	224	201	43	47	42	61	654	134	194
5335	g5988.t1	25.2411775878204	-3.54831437588128	0.720591411168503	-4.92416967630432	8.47193040172828e-07	1.58692826183023e-05	9	28	8	9	6	130	20	14	6	8	0	0	78	5	25
5336	g5990.t1	95.7187078495495	1.00742552299286	0.206268958648207	4.88403843988483	1.03934798871595e-06	1.8927856680025e-05	51	22	51	94	151	65	75	28	185	142	186	193	116	270	49
5337	g5992.t1	1224.98272933315	-0.722461304215255	0.174587875842016	-4.13809550480475	3.5020060488218e-05	0.000371242507619934	1333	708	1332	864	1054	1108	1105	934	1091	1149	1204	1330	1577	1650	1624
5338	g6009.t1	17.5135698247616	2.6943335306638	0.445090308949859	6.05345359466662	1.41772926850394e-09	6.0737767770461e-08	3	62	1	54	48	2	8	3	39	26	26	46	5	46	2
5339	g6011.t1	15.8167684188925	-3.50506626556557	0.84101025609276	-4.16768551890166	3.0770805477873e-05	0.000332364641294948	8	46	4	2	1	37	20	0	5	7	0	3	19	4	24
5340	g6017.t1	76.059132718635	-2.15144669396086	0.542742328230549	-3.96402967311398	7.36950861580356e-05	0.000693817749795082	33	17	16	27	22	76	106	80	19	23	51	44	210	62	276
5341	g6017.t2	12.66869309898	-7.38145659357633	1.45676507416457	-5.06701919512276	4.04093548236628e-07	8.37410336791134e-06	12	44	0	0	0	16	10	0	0	0	0	0	29	0	20
5342	g6024.t1	16.4672522523855	-4.05047505273548	0.94714123211094	-4.27652700084441	1.89831542221145e-05	0.000221282619394098	5	48	8	6	2	23	13	0	2	4	0	1	25	0	42
5343	g6025.t1	14.6445278176564	-2.72848766141513	1.00702503928168	-2.70945364314017	0.00673941222798907	0.027031365137661	0	42	8	3	2	9	25	2	3	0	0	11	50	18	6
5344	g6029.t1	395.123486147302	-4.82472835556869	1.07632820734247	-4.48258098473633	7.3745642199029e-06	0.000101817930374984	3	37	5	473	7	258	2926	28	5	53	43	26	82	4	2011
5345	g603.t1	33.4292946193243	1.05869404262144	0.299561118756857	3.5341503831168	0.000409088249085911	0.00285044259870328	23	8	14	31	65	42	29	10	73	36	70	76	18	78	11
5346	g6031.t1	254.14899255438	0.558741856688402	0.178234079119766	3.13487667144145	0.00171926374511435	0.00913959688875672	251	110	207	294	403	211	206	83	445	319	483	347	236	523	104
5347	g6036.t2	4.48604343543419	-5.8842614777375	1.52716379159938	-3.85306508057985	0.000116648369598493	0.00101967170758117	0	9	0	0	0	31	4	3	0	0	0	0	3	0	4
5348	g6037.t1	44.8865264509873	1.51908477153301	0.422576240236319	3.59481822897446	0.000324618140526882	0.00235938584037405	42	28	10	103	73	21	13	4	102	74	60	80	27	142	7
5349	g6042.t1	43.8492554934826	1.33225517465983	0.35737335411872	3.72790852844965	0.000193075425418369	0.00153686049629375	32	8	22	42	90	49	34	4	154	62	51	112	20	91	16
5350	g6043.t1	25.3010683555289	1.3631149254259	0.409718460721559	3.32695510723462	0.000878005171351554	0.0053045634968419	15	92	23	29	70	18	7	5	30	27	41	47	16	118	3
5351	g6052.t1	133.810852095384	-2.60446509626664	0.489973449172918	-5.31552291387015	1.06351464870875e-07	2.67859597494921e-06	89	132	74	39	56	567	480	36	42	22	48	54	166	75	49
5352	g6053.t1	227.595081595632	-1.82245334965625	0.301603969888137	-6.04253767061549	1.51708912542513e-09	6.42313566116884e-08	132	90	486	68	145	375	274	213	126	133	80	118	341	248	384
5353	g6061.t1	12.098459447764	-2.17767487177033	0.791644503374023	-2.75082421780103	0.0059445532951299	0.0245252499123065	5	33	2	1	6	29	11	2	10	12	1	5	6	2	17
5354	g6065.t1	79.5352860593053	-2.13943658215179	0.509825793034884	-4.1964071088208	2.71182610326535e-05	0.000298881088864727	30	107	10	21	36	231	139	39	34	53	16	39	130	65	131
5355	g607.t1	285.428136291828	-0.963821779884695	0.2054578365647	-4.691092810087	2.71749657607488e-06	4.31034006036511e-05	373	83	286	239	268	425	334	161	324	212	202	193	660	305	325
5356	g6071.t1	91.609607865277	0.680190166993492	0.269141619820002	2.52725746188343	0.0114957194830897	0.0408323577436622	110	37	79	103	156	60	78	33	119	145	168	161	57	193	23
5357	g6084.t1	21.6494673172787	-2.40566225250941	0.630455417418911	-3.81575316198916	0.000135768175489706	0.00115370953523951	6	19	23	6	6	104	16	10	5	17	0	7	50	22	20
5358	g6088.t1	48.9730295501531	-1.08039464773189	0.339279303034183	-3.18438124008713	0.00145063821318193	0.00797169360990376	46	55	42	25	40	40	40	62	37	54	29	37	49	57	43
5359	g6091.t1	328.83601703948	-1.60906992707076	0.553300439963765	-2.90813057581544	0.00363596484901913	0.0167285973565302	136	26	134	105	396	252	421	780	162	179	129	194	614	305	594
5360	g6092.t1	379.289787220398	-1.81205808748708	0.544207060095293	-3.32972175548362	0.000869328088868024	0.00527081923072696	159	34	180	121	345	288	466	954	188	202	103	241	766	314	648
5361	g61.t1	82.6805505011089	-1.33229464553477	0.372159528333827	-3.57990201540587	0.000343723070461101	0.00246577392724473	167	14	71	16	71	103	149	78	82	75	48	62	83	67	126
5362	g6102.t1	8.47796395931513	-2.68966123100428	0.926552023723531	-2.90287124968477	0.00369758615165738	0.0169413969485615	3	22	2	4	0	31	6	0	2	4	0	4	18	6	4
5363	g6107.t1	57.6504782899323	-3.12270386620418	0.543471103922162	-5.74585077967903	9.1459938447633e-09	3.05832421686946e-07	99	20	88	8	3	54	67	142	38	18	11	14	32	10	83
5364	g6108.t1	22.245596119461	-1.97637764277122	0.666562119470237	-2.96503144274383	0.00302651994569071	0.0144745692712278	12	38	1	19	14	13	32	25	20	7	9	1	47	7	30
5365	g6109.t1	40.7904476616792	-2.77137475944704	0.58766507831706	-4.71590853651476	2.40634523635481e-06	3.92027704732954e-05	19	104	11	17	11	20	52	38	7	14	9	19	97	10	31
5366	g6110.t1	1378.47465226239	-3.99973806538174	0.521275096560947	-7.67298896833852	1.68033945967339e-14	2.12597334561601e-12	1299	117	1685	208	217	759	1285	3547	225	186	124	194	2196	249	4027
5367	g6111.t1	71.7352798223333	-1.16743228055438	0.344098395736934	-3.39272805400376	0.000692003018354884	0.00438917774907884	93	23	89	72	45	50	67	109	41	47	60	56	145	66	49
5368	g6111.t2	71.7352798223333	-1.16743228055438	0.344098395736934	-3.39272805400376	0.000692003018354884	0.00438917774907884	93	23	89	72	45	50	67	109	41	47	60	56	145	66	49
5369	g6111.t3	71.7352798223333	-1.16743228055438	0.344098395736934	-3.39272805400376	0.000692003018354884	0.00438917774907884	93	23	89	72	45	50	67	109	41	47	60	56	145	66	49
5370	g6120.t1	86.9248258610038	-3.59736189541762	1.2149649633588	-2.96087706551853	0.00306764358393141	0.014634723029406	2	45	5	84	4	42	388	4	1	5	1	6	8	0	546
5371	g6124.t1	108.351301017651	-0.85952787395468	0.311344784053951	-2.76069463172936	0.00576785787122578	0.0239469593252677	99	23	205	130	123	120	85	92	106	70	87	63	197	107	116
5372	g6126.t1	64.8795354777153	2.67868234552055	0.312360584139702	8.57560934872156	9.85635581003416e-18	2.22127352031343e-15	16	10	6	105	189	19	32	2	187	134	118	134	16	237	26
5373	g613.t1	37.6319667910559	-1.42074611200171	0.580971836332584	-2.44546469062984	0.0144665613261522	0.0488884808327557	16	20	43	27	29	152	47	20	30	40	0	23	76	34	14
5374	g6132.t1	158.557561040025	0.966724789966434	0.275824218622359	3.50485825644634	0.000456850443166937	0.00310620972278965	108	93	69	251	254	140	113	46	333	245	369	187	94	294	44
5375	g6137.t1	187.117130935512	0.609804524198672	0.24130977035989	2.52706106051657	0.0115021503030152	0.0408383397421825	159	29	203	232	371	177	180	71	375	317	186	290	149	333	89
5376	g6140.t1	139.387957555615	0.448969018167952	0.160890610453701	2.79052343018581	0.00526228913152225	0.0223858505864794	102	41	79	194	273	149	147	72	238	173	195	184	115	224	104
5377	g6143.t1	62.1499296869378	1.05187613348032	0.286837737535926	3.66714694696884	0.000245271856848955	0.00187573581581023	31	17	32	104	143	55	66	13	164	101	40	106	58	140	22
5378	g6144.t1	49.3357312874818	1.58767782656735	0.294326738265532	5.3942697694526	6.880278293605e-08	1.85084217199685e-06	20	9	17	61	131	37	42	3	112	87	108	79	43	136	15
5379	g6146.t1	295.945561162089	-0.958561402792857	0.251248126277494	-3.81519821458952	0.00013607366335902	0.0011553978441022	389	71	406	238	262	296	307	318	345	249	220	177	467	314	309
5380	g6149.t1	197.853457852558	-1.18905182964387	0.35381661188909	-3.36064444033679	0.000777608594264218	0.00481360856563844	152	62	268	131	190	205	107	283	146	184	111	166	295	125	325
5381	g615.t1	456.505131054015	3.99176395330415	0.520909885454086	7.66306047316507	1.81553804455003e-14	2.2574233099908e-12	77	69	16	461	631	33	45	33	3254	526	1570	689	50	1416	14
5382	g6154.t1	327.481445019785	1.01129647188738	0.264094745112815	3.82929418552187	0.00012851130875989	0.00110156187203654	204	72	340	426	593	161	253	154	815	680	374	466	158	787	123
5383	g6155.t1	130.741791796915	0.88997911285571	0.243851983139785	3.6496693666237	0.000262578066114465	0.00198423907103963	109	53	99	184	274	61	140	33	285	237	132	198	86	287	48
5384	g6160.t1	372.693010026867	-1.15567014342	0.469115942134596	-2.46350643758004	0.0137585424707433	0.0470172273502656	590	65	220	384	404	1052	551	179	543	139	42	309	511	241	524
5385	g6167.t1	44.5511358758122	0.574159293484156	0.225580702094587	2.54525005088161	0.010919951025878	0.0392642746293618	30	14	36	50	57	42	44	25	84	64	87	47	28	110	23
5386	g6169.t1	4.70450144525303	-4.24629117155725	1.56309943020183	-2.71658417213353	0.00659594207381261	0.0266187664180071	10	22	0	2	1	1	3	0	0	0	0	0	2	1	0
5387	g6170.t1	70.2583725078127	1.25316065316829	0.384494095894277	3.25924550350669	0.00111708954729491	0.00646755619366523	42	51	23	91	230	51	39	14	130	79	101	117	17	200	22
5388	g6178.t1	48.3673699869849	1.15197034912444	0.298769785518952	3.85571234093671	0.0001153931166772	0.00101197003620236	19	4	51	99	102	37	33	8	69	68	80	90	42	124	27
5389	g6179.t1	21.0581152326281	1.06742935163318	0.428345079664601	2.49198462246604	0.0127031537087721	0.044128569442724	15	12	11	13	67	21	8	6	26	27	22	46	15	77	3
5390	g6180.t2	9.21568149917704	-6.93062092070071	1.10516458474721	-6.2711210767634	3.58457733766109e-10	1.76441320265031e-08	0	11	10	0	0	36	19	6	0	0	0	0	24	0	13
5391	g6184.t1	10.623568974864	1.34428650246343	0.413061654571193	3.2544451599095	0.00113614093398694	0.00655827350768607	7	49	6	16	24	5	5	0	20	15	9	32	12	31	4
5392	g6188.t1	174.526595626934	1.14895961489873	0.253816841611892	4.52672725577285	5.99041738248663e-06	8.5208862636488e-05	98	53	100	116	412	84	103	87	437	305	342	230	113	455	79
5393	g619.t1	183.64154837138	-4.76678809910256	1.06435417256685	-4.47857322493201	7.51435946379983e-06	0.000102959573780437	7	12	4	63	3	266	1196	17	3	15	10	4	34	2	947
